params,train_tc_rmse,train_ts_rmse,test_tc_rmse,test_ts_rmse,test_tc_r2,test_ts_r2
"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.9, 'n_estimators': 300, 'reg_lambda': 3, 'colsample_bytree': 1.0}",2.9275297758719643,10.251148521394123,2.0647239002718294,11.664310269652892,-0.8762012717815992,0.4463750892159065
"{'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.9, 'n_estimators': 100, 'reg_lambda': 5, 'colsample_bytree': 0.8}",2.5095966324488894,10.533681307641066,1.8993048276612698,14.19145014503206,-0.5876135624640926,0.18049605536119318
"{'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.9, 'n_estimators': 100, 'reg_lambda': 5, 'colsample_bytree': 0.8}",2.5595604931117175,10.379136194868222,1.9495379620279865,13.88022012503798,-0.6727030495267452,0.2160466796271523
"{'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.9, 'n_estimators': 300, 'reg_lambda': 3, 'colsample_bytree': 1.0}",2.910052222122273,10.256308379280771,2.28936740852829,11.764534713773527,-1.3066752077212285,0.4368202797371429
"{'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.9, 'n_estimators': 100, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.727492140200132,10.37161965378404,2.0619167313363245,11.530529437967049,-0.8711030273296867,0.45900158284057957
"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.9, 'n_estimators': 100, 'reg_lambda': 1, 'colsample_bytree': 0.8}",2.5569721773013705,10.38097075038477,2.389022816681411,13.747523871953574,-1.5118635920282135,0.2309643696876701
"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.8, 'n_estimators': 200, 'reg_lambda': 3, 'colsample_bytree': 1.0}",2.850624290036893,10.265018974647138,1.930769646940459,11.57835148557766,-0.640651657415704,0.45450477241794685
"{'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.7, 'n_estimators': 200, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.5393129339119165,10.4210995893672,1.951177021662991,11.645811091131003,-0.6755168573298906,0.448129755271918
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.9, 'n_estimators': 100, 'reg_lambda': 5, 'colsample_bytree': 0.8}",2.5082496476206964,10.696880039789699,1.7668596782822958,14.265927428420781,-0.3739140841439863,0.17187190738129
"{'learning_rate': 0.05, 'max_depth': 4, 'subsample': 0.7, 'n_estimators': 100, 'reg_lambda': 5, 'colsample_bytree': 0.8}",2.4707344775629987,10.786319614230761,1.7006512665127478,14.2990942548861,-0.27287568268733464,0.16801680449449297
