params,train_tc_rmse,train_ts_rmse,test_tc_rmse,test_ts_rmse,test_tc_r2,test_ts_r2
"{'learning_rate': 0.2, 'max_depth': 4, 'subsample': 0.7, 'n_estimators': 300, 'reg_lambda': 3, 'colsample_bytree': 1.0}",2.598211659947528,11.178687824359415,2.4369547010774313,8.208190857054776,-0.9782799498756767,0.6987454082046651
"{'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'n_estimators': 100, 'reg_lambda': 3, 'colsample_bytree': 0.8}",2.554628975368089,12.138840376318507,1.516285798130647,9.853116277506716,0.2341301533756287,0.5659037851576434
"{'learning_rate': 0.2, 'max_depth': 3, 'subsample': 0.7, 'n_estimators': 300, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.6673663050028567,10.881261931045408,1.9016928920322633,9.430880264366019,-0.20468527777656398,0.602311305441114
"{'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.7, 'n_estimators': 100, 'reg_lambda': 3, 'colsample_bytree': 0.8}",2.554628975368089,12.138840376318507,1.516285798130647,9.853116277506716,0.2341301533756287,0.5659037851576434
"{'learning_rate': 0.2, 'max_depth': 4, 'subsample': 0.8, 'n_estimators': 100, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.5696267993641086,11.211905072779425,2.101380550102924,7.804905656324925,-0.47096470741881946,0.7276207005127251
"{'learning_rate': 0.2, 'max_depth': 4, 'subsample': 0.8, 'n_estimators': 200, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.6127878307193044,11.023297925052193,2.3295637416216572,7.829898796940944,-0.8077652453896582,0.7258734625004519
"{'learning_rate': 0.2, 'max_depth': 3, 'subsample': 0.7, 'n_estimators': 200, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.649740677450062,10.935279449227759,1.8514711366094627,9.392118350614881,-0.14189646513318777,0.605573672356778
"{'learning_rate': 0.2, 'max_depth': 4, 'subsample': 0.8, 'n_estimators': 200, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.6127878307193044,11.023297925052193,2.3295637416216572,7.829898796940944,-0.8077652453896582,0.7258734625004519
"{'learning_rate': 0.2, 'max_depth': 3, 'subsample': 0.7, 'n_estimators': 300, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.6673663050028567,10.881261931045408,1.9016928920322633,9.430880264366019,-0.20468527777656398,0.602311305441114
"{'learning_rate': 0.2, 'max_depth': 4, 'subsample': 0.7, 'n_estimators': 300, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.656032450305457,10.88431585797931,2.1582875674454143,8.282977294276868,-0.551713199962353,0.6932308205124109
"{'learning_rate': 0.2, 'max_depth': 3, 'subsample': 0.7, 'n_estimators': 200, 'reg_lambda': 5, 'colsample_bytree': 1.0}",2.649740677450062,10.935279449227759,1.8514711366094627,9.392118350614881,-0.14189646513318777,0.605573672356778
"{'learning_rate': 0.2, 'max_depth': 4, 'subsample': 0.7, 'n_estimators': 300, 'reg_lambda': 3, 'colsample_bytree': 1.0}",2.598211659947528,11.178687824359415,2.4369547010774313,8.208190857054776,-0.9782799498756767,0.6987454082046651
