learning_rate,depth,subsample,iterations,l2_leaf_reg,CV-10-train-RMSE,CV-10-train-R2,CV-10-validation-RMSE,CV-10-validation-R2,test-RMSE,test-R2
0.2,8,0.9,400,3,0.115045403,0.999924282,3.58478332,,2.852349408,0.933544764
0.1,5,0.9,400,10,1.860484727,0.980548214,4.456765329,,2.853475329,0.933492289
0.4,8,0.7,300,10,0.194013471,0.999788247,3.568320552,,2.853689186,0.93348232
0.4,8,0.7,400,10,0.135525679,0.999896496,3.562246258,,2.854491938,0.933444891
0.4,8,0.6,200,3,0.122125053,0.999915237,3.548547945,,2.854869464,0.933427285
0.2,8,0.9,300,10,0.680470281,0.997394059,3.895073633,,2.857458164,0.933306499
0.1,8,0.7,400,1,0.123714871,0.999913195,3.587059001,,2.858388677,0.933263055
0.4,8,0.6,300,3,0.11292397,0.999926631,3.54280675,,2.858753518,0.933246017
0.4,8,0.6,400,3,0.112376134,0.999927095,3.542288131,,2.859527719,0.933209856
0.2,8,0.9,200,3,0.240690257,0.999673432,3.628412841,,2.86025013,0.933176105
