learning_rate,depth,subsample,iterations,l2_leaf_reg,CV-10-train-RMSE,CV-10-train-R2,CV-10-validation-RMSE,CV-10-validation-R2,test-RMSE,test-R2
0.3,8,0.7,100,1,0.168157406,0.999840335,3.907546621,,2.862096254,0.933089815
0.1,5,0.8,300,1,0.559126241,0.998241798,3.541866625,,2.862570462,0.933067642
0.1,8,0.7,300,1,0.166806069,0.99984335,3.594799546,,2.862999739,0.933047565
0.3,3,0.7,200,5,1.532710475,0.986814457,4.072612398,,2.86353439,0.933022557
0.3,8,0.7,200,1,0.113009639,0.999926609,3.907760267,,2.864784947,0.932964044
0.3,8,0.7,300,1,0.11235019,0.999927113,3.908153324,,2.865335397,0.93293828
0.3,8,0.7,400,1,0.112311053,0.999927119,3.908218236,,2.865358305,0.932937208
0.4,3,0.8,300,10,1.246855809,0.991265036,4.002354201,,2.866218125,0.932896954
0.3,8,0.6,400,10,0.200929138,0.999772595,3.495569266,,2.866655657,0.932876466
0.4,7,0.6,100,3,0.397196862,0.999110009,3.845595578,,2.867920981,0.932817197
0.3,6,0.6,300,10,0.500982113,0.998587054,3.636083643,,2.870852608,0.932679776
0.2,3,0.7,400,10,1.68680625,0.984038352,4.195504636,,2.871252922,0.932661001
0.1,8,0.9,200,3,0.907140531,0.99537757,3.725835686,,2.872959161,0.932580945
0.3,5,0.6,300,10,0.704930187,0.997205487,3.706354172,,2.874404423,0.932513096
0.2,5,0.8,200,10,1.728104067,0.983243084,4.309750097,,2.87535462,0.932468471
0.3,8,0.6,300,10,0.31148885,0.999453544,3.523617758,,2.876422875,0.932418282
0.3,3,0.8,200,10,2.162235971,0.973765884,4.547854278,,2.876748874,0.932402963
0.1,5,0.9,300,5,1.399648655,0.989004738,4.126437614,,2.877725849,0.932357042
0.2,8,0.8,400,10,0.40430623,0.999078739,3.676647414,,2.877879464,0.93234982
0.3,3,0.6,200,1,1.039082836,0.993933226,3.686244052,,2.879208858,0.932287305
0.3,5,0.8,400,10,0.481367502,0.998695154,3.606374867,,2.879779056,0.932260483
0.2,8,0.8,100,5,1.467043974,0.987907626,4.093163943,,2.881376078,0.93218533
0.4,5,0.7,300,10,0.491527042,0.998641019,3.679814372,,2.881724177,0.932168944
0.3,3,0.9,300,10,1.649653691,0.984729377,4.494231354,,2.881758895,0.93216731
0.3,5,0.9,200,10,1.167410615,0.992339291,4.055539968,,2.88180303,0.932165232
0.4,3,0.7,400,10,0.977956231,0.994624781,3.938854842,,2.881856872,0.932162697
0.1,8,0.7,200,1,0.351255882,0.999305926,3.653951384,,2.882436971,0.932135384
0.4,5,0.7,400,10,0.342981707,0.999338407,3.613624704,,2.883058901,0.932106095
0.3,6,0.6,200,10,0.840202414,0.996027531,3.805808573,,2.883152696,0.932101677
0.3,5,0.9,300,10,0.709282738,0.997170746,3.827518142,,2.88651173,0.931943375
0.4,3,0.6,200,3,1.062293696,0.993660179,3.799525307,,2.887043222,0.93191831
0.1,8,0.9,400,1,0.117310381,0.999921533,3.643286618,,2.887724557,0.931886172
0.3,7,0.8,100,3,0.573718074,0.998147036,3.829154676,,2.889467813,0.931803909
0.3,3,0.6,300,5,1.164860153,0.992374053,3.841508246,,2.890397985,0.931759995
0.1,8,0.9,300,1,0.145040289,0.999881292,3.661197207,,2.890500091,0.931755174
0.3,3,0.9,100,1,1.652142144,0.984677675,4.137765149,,2.891072157,0.931728158
0.2,6,0.6,200,5,0.775627001,0.996612778,3.689039841,,2.891684046,0.931699256
0.1,8,0.7,400,5,0.486688106,0.998669929,3.536266294,,2.891902674,0.931688928
0.1,5,0.9,200,3,1.584544521,0.985909196,4.217211497,,2.892613608,0.931655337
0.3,3,0.8,200,3,1.230500094,0.991494732,4.05947753,,2.89300041,0.931637057
0.3,6,0.8,300,3,0.147889935,0.99987671,3.638233039,,2.89307448,0.931633557
0.3,6,0.6,400,10,0.340154519,0.999348359,3.573288133,,2.893173398,0.931628882
0.3,6,0.8,400,3,0.121970481,0.999915752,3.6274377,,2.893405188,0.931617926
0.3,6,0.8,200,3,0.251763488,0.999642411,3.675259464,,2.893589508,0.931609213
0.1,6,0.8,400,1,0.196189298,0.999783229,3.422296709,,2.893761589,0.931601079
0.1,5,0.8,200,1,0.988615243,0.994509903,3.711881952,,2.895476326,0.931519993
0.1,5,0.6,200,3,1.695075743,0.983879314,4.265197856,,2.896840051,0.931455472
0.2,3,0.8,200,3,1.73661723,0.983079684,4.16807701,,2.897097072,0.931443308
0.3,5,0.9,400,10,0.486211971,0.998668614,3.731634159,,2.897588463,0.93142005
0.2,6,0.6,400,5,0.30145481,0.999488008,3.422181957,,2.897663819,0.931416483
0.2,6,0.6,300,5,0.451174695,0.998853569,3.485688492,,2.899232181,0.931342221
0.2,3,0.8,200,5,2.097602558,0.975320444,4.372661394,,2.899846637,0.931313116
0.3,7,0.8,100,10,1.808900235,0.981605231,4.55051153,,2.902418951,0.931191204
0.2,3,0.8,300,5,1.532939606,0.986815457,4.114499038,,2.90357183,0.93113653
0.2,5,0.7,200,1,0.429965944,0.998959854,3.823329669,,2.904229488,0.931105331
0.1,6,0.8,300,1,0.317853139,0.999432002,3.472548172,,2.9046661,0.931084615
0.3,7,0.8,100,1,0.211041579,0.999747889,3.884415199,,2.906101795,0.931016472
0.2,7,0.8,100,3,1.065783675,0.993619822,4.001659753,,2.907650915,0.930942908
0.1,7,0.7,300,5,0.933230383,0.995113348,3.891762016,,2.907730652,0.93093912
0.3,5,0.8,300,10,0.694582594,0.997286523,3.68428473,,2.908671399,0.930894426
0.1,8,0.9,200,1,0.31933584,0.999426339,3.741282434,,2.909615053,0.930849579
0.3,6,0.9,100,3,0.753950223,0.996796644,3.993540837,,2.909808646,0.930840377
0.3,5,0.8,100,5,1.466551713,0.987916697,4.178163694,,2.910669747,0.930799438
0.4,8,0.8,200,5,0.151979646,0.999869679,3.558450906,,2.910954678,0.930785889
0.2,7,0.8,100,5,1.641118161,0.984881218,4.248795239,,2.911126493,0.930777718
0.2,3,0.9,400,3,0.999439439,0.994389728,3.917309986,,2.911407309,0.930764363
0.3,7,0.8,200,1,0.11533689,0.999923897,3.871770507,,2.911487724,0.930760538
0.1,6,0.8,200,1,0.663668076,0.997526216,3.605192524,,2.912326758,0.930720625
0.1,5,0.9,200,1,0.951551394,0.994916828,3.797013989,,2.913469712,0.930666237
0.4,8,0.8,300,5,0.115757006,0.999923598,3.555498857,,2.914853942,0.930600338
0.3,7,0.8,300,1,0.112488553,0.999927021,3.873648737,,2.915199524,0.930583881
0.3,7,0.8,400,1,0.112324349,0.999927116,3.874010613,,2.915678846,0.930561053
0.2,5,0.7,300,1,0.249947044,0.99964828,3.758291527,,2.915785576,0.930555969
0.2,8,0.9,300,1,0.112570823,0.99992698,3.698337416,,2.915819834,0.930554337
0.2,8,0.9,200,1,0.117092062,0.999921828,3.702111607,,2.915824454,0.930554117
0.2,8,0.9,400,1,0.11234014,0.999927115,3.697813869,,2.916230506,0.930534774
0.1,7,0.7,400,10,1.191717066,0.992032726,3.956724825,,2.917039611,0.930496222
0.3,3,0.9,200,10,2.247362185,0.971665867,4.818361339,,2.918236731,0.930439163
0.4,8,0.8,400,5,0.112796728,0.999926835,3.553298869,,2.918533701,0.930425005
0.1,8,0.7,400,3,0.268228843,0.999595356,3.434207227,,2.919277986,0.930389515
0.3,6,0.9,100,5,1.174249341,0.992232838,4.049660341,,2.920569193,0.930327923
0.2,5,0.9,400,10,0.864138067,0.995804018,3.912948757,,2.920660437,0.93032357
0.1,8,0.8,200,3,0.914074305,0.995308583,3.945395593,,2.922537969,0.930233959
0.1,5,0.6,200,5,2.145518978,0.974182297,4.407051679,,2.923216041,0.930201581
0.2,5,0.9,300,10,1.200715535,0.991902619,4.090660769,,2.923528197,0.930186674
0.2,3,0.8,400,1,0.773941878,0.996633042,3.675227226,,2.923702361,0.930178355
0.4,3,0.6,300,3,0.774519429,0.996627106,3.639892823,,2.923821617,0.930172659
0.2,3,0.8,300,10,2.16331597,0.973750476,4.55606046,,2.924797703,0.930126029
0.2,5,0.7,400,1,0.177054121,0.999823446,3.726608346,,2.92487893,0.930122148
0.4,8,0.8,100,5,0.516623678,0.998493314,3.637482002,,2.925561066,0.930089551
0.3,3,0.8,200,5,1.520302305,0.987021448,4.259721348,,2.93022631,0.929866408
0.1,7,0.6,200,3,1.083249614,0.993414186,3.782825182,,2.931200222,0.92981978
0.3,3,0.7,300,5,1.113203188,0.993042555,3.846326886,,2.931515263,0.929804693
0.2,4,0.7,400,5,0.724513771,0.997047883,3.754304535,,2.933489133,0.929710132
0.2,5,0.9,400,3,0.246495515,0.999657213,3.592902809,,2.933886957,0.929691067
0.3,5,0.8,200,10,1.118568482,0.992966372,3.902840112,,2.934032007,0.929684114
0.2,8,0.6,100,1,0.401390817,0.999089507,3.920590437,,2.934914203,0.929641823
0.2,3,0.9,300,1,0.954051007,0.99489187,3.952379362,,2.935223966,0.929626971
0.4,3,0.8,200,10,1.728115304,0.983230202,4.257646763,,2.936315209,0.929574635
0.1,8,0.7,300,3,0.449877873,0.99886275,3.520259737,,2.937791591,0.929503797
0.2,8,0.8,300,10,0.642299175,0.997678756,3.792888258,,2.939119075,0.929440073
0.2,7,0.9,400,1,0.112643184,0.999926979,3.724391099,,2.939305245,0.929431134
0.3,3,0.6,400,5,0.914964458,0.995295801,3.72628098,,2.939333264,0.929429789
0.3,3,0.8,100,3,2.155828499,0.973922119,4.525043366,,2.939860317,0.929404479
0.2,7,0.9,300,1,0.114203817,0.999925444,3.724886143,,2.940519803,0.929372802
0.4,3,0.8,400,10,0.985395465,0.994540451,3.878598671,,2.941867389,0.929308053
0.3,7,0.8,100,5,0.950707122,0.994917984,3.818360741,,2.942485428,0.929278348
0.2,7,0.9,200,1,0.132509817,0.999900931,3.726592634,,2.942491054,0.929278077
0.3,8,0.6,200,10,0.563136405,0.998216293,3.595330263,,2.944358164,0.929188298
0.2,6,0.7,400,10,0.585436571,0.998072585,3.604809966,,2.944656957,0.929173925
0.1,4,0.8,400,3,1.137300469,0.992735213,3.973080578,,2.944798798,0.929167102
0.2,7,0.6,200,10,1.155274032,0.992510285,3.813571331,,2.945395115,0.929138412
0.2,5,0.9,300,3,0.371061062,0.999224755,3.632298339,,2.945673743,0.929125004
0.2,8,0.9,100,1,0.314472973,0.999443741,3.764193999,,2.947049129,0.929058804
0.2,8,0.6,200,1,0.132787522,0.999900163,3.832424027,,2.948521868,0.928987882
0.4,5,0.7,200,10,0.804300796,0.996362936,3.836807772,,2.949543673,0.928938656
0.3,6,0.9,200,3,0.225355459,0.999713758,3.733779076,,2.949829458,0.928924885
0.2,3,0.8,100,1,2.357171449,0.968829217,4.48313631,,2.95308438,0.928767946
0.1,3,0.8,300,1,1.712644513,0.983547848,4.2513031,,2.953129067,0.92876579
0.1,3,0.6,400,1,1.514574372,0.987126856,4.15398838,,2.95338696,0.928753348
0.3,8,0.6,300,3,0.11742639,0.999921393,3.780555333,,2.953503947,0.928747703
0.3,8,0.6,400,3,0.113000964,0.99992654,3.777997514,,2.955589925,0.928647021
0.3,8,0.8,400,5,0.115458224,0.999923824,3.511734026,,2.956016349,0.92862643
0.3,8,0.6,200,3,0.158668255,0.999858014,3.796107413,,2.956124354,0.928621214
0.3,8,0.8,300,5,0.131966761,0.999901499,3.517078544,,2.957427549,0.928558266
0.2,3,0.9,300,5,1.556043344,0.9864169,4.123802835,,2.957823005,0.928539159
0.2,8,0.6,300,1,0.113770201,0.999925714,3.827606976,,2.958125515,0.928524541
0.3,8,0.9,200,5,0.231265877,0.99969896,3.795880275,,2.959003598,0.928482102
0.1,7,0.7,100,1,1.530612184,0.98685184,4.285260957,,2.959207355,0.928472252
0.2,4,0.7,300,5,0.966243901,0.994754051,3.868054249,,2.959775567,0.92844478
0.3,8,0.9,300,5,0.129579458,0.99990499,3.762050892,,2.960392291,0.928414958
0.2,8,0.6,400,1,0.112489866,0.999927022,3.827753809,,2.960506851,0.928409417
0.2,8,0.9,200,10,1.156610822,0.992470623,4.128105909,,2.960617392,0.928404071
0.3,3,0.9,200,1,0.919512801,0.995247439,3.773160413,,2.961364705,0.928367922
0.2,6,0.6,400,10,0.572902264,0.998153461,3.55682491,,2.962269961,0.928324121
0.3,8,0.9,400,5,0.114937235,0.999924482,3.755830718,,2.962434156,0.928316175
0.3,8,0.6,200,5,0.26121782,0.999614836,3.606316125,,2.962463074,0.928314776
0.1,5,0.7,400,10,1.611709511,0.985429098,4.101583564,,2.963630914,0.928258246
0.1,6,0.8,400,5,0.775607312,0.996620492,3.746133957,,2.965202179,0.928182153
0.3,8,0.8,200,5,0.237758554,0.999681223,3.546131034,,2.966446184,0.928121881
0.4,3,0.9,200,10,1.816353102,0.981476541,4.564171725,,2.96644895,0.928121747
0.4,7,0.9,400,10,0.159248599,0.99985693,3.522003976,,2.967262022,0.928082339
0.3,6,0.9,300,3,0.137589326,0.999893265,3.704798061,,2.96800009,0.928046558
0.1,8,0.9,400,10,1.144086905,0.992636906,3.909756727,,2.968680273,0.928013574
0.3,8,0.6,300,5,0.146361113,0.999879283,3.579255179,,2.970122244,0.927943626
0.2,7,0.7,100,3,1.051570724,0.993783517,4.111939851,,2.970720993,0.927914571
0.4,8,0.6,100,10,0.99983682,0.994372232,3.865474325,,2.971509894,0.92787628
0.2,5,0.9,200,3,0.675892936,0.997428026,3.757068654,,2.971683016,0.927867876
0.4,3,0.6,400,3,0.607785364,0.997921048,3.527830954,,2.972115496,0.927846879
0.3,8,0.6,400,5,0.120015753,0.999918315,3.573385764,,2.972946142,0.927806543
0.3,6,0.9,400,3,0.11832245,0.999920574,3.705069858,,2.974225768,0.927744382
0.2,5,0.8,100,5,2.161788795,0.973780699,4.49778269,,2.974630678,0.927724707
0.2,8,0.9,400,5,0.146913413,0.999878177,3.64091029,,2.976618976,0.927628054
0.2,8,0.7,200,10,1.033928636,0.993999531,3.874252188,,2.978042551,0.927558814
0.4,6,0.9,400,10,0.22275481,0.999719819,3.379843522,,2.978473767,0.927537833
0.2,5,0.8,100,3,1.613925104,0.985372721,4.294317263,,2.979214446,0.927501789
0.2,8,0.9,100,3,0.889956013,0.995545715,3.913655533,,2.981321104,0.927399223
0.2,3,0.6,200,3,1.88335304,0.98009463,4.297649055,,2.982616382,0.927336125
0.1,5,0.8,300,10,2.285167091,0.97069725,4.522665243,,2.986452223,0.927149104
0.1,3,0.8,200,1,2.367624233,0.968566332,4.645733487,,2.987958393,0.927075603
0.2,3,0.6,300,3,1.382648969,0.989268107,3.975110507,,2.988065316,0.927070383
0.4,7,0.9,300,10,0.252926098,0.999638005,3.537065519,,2.988328737,0.927057524
0.1,8,0.7,300,10,1.509579454,0.987216227,4.174788616,,2.988779404,0.927035522
0.3,8,0.6,100,3,0.481374579,0.998691335,3.947710775,,2.989704232,0.92699036
0.2,3,0.7,200,3,1.783369803,0.982155494,4.190375115,,2.991201461,0.926917216
0.3,6,0.8,400,5,0.155934899,0.999862905,3.714645314,,2.991555543,0.926899912
0.3,5,0.7,400,5,0.27406903,0.99957677,3.558430664,,2.992432545,0.926857046
0.1,3,0.9,300,1,1.687920714,0.98402027,4.271117731,,2.992442652,0.926856552
0.1,6,0.9,200,3,1.301974926,0.990486403,4.040887122,,2.993276046,0.926815805
0.4,3,0.6,400,10,0.990426689,0.994485634,4.142129051,,2.993746561,0.926792796
0.3,6,0.8,300,5,0.227225558,0.999708449,3.744088326,,2.994098666,0.926775575
0.2,8,0.9,300,5,0.234931914,0.999689142,3.66233896,,2.99421698,0.926769787
0.3,5,0.7,300,5,0.389673386,0.999145122,3.595235393,,2.994584645,0.926751802
0.3,3,0.7,100,1,1.785831315,0.982091479,4.153794644,,2.995383506,0.926712716
0.1,8,0.7,300,5,0.772931298,0.996648518,3.665780004,,2.995539113,0.926705102
0.4,3,0.6,100,3,1.903983949,0.979635257,4.333374031,,2.997466168,0.926610769
0.3,3,0.6,200,5,1.601012706,0.985607152,4.111934212,,2.998057237,0.926581823
0.2,5,0.9,200,5,1.009646263,0.994271602,3.951828293,,2.998214547,0.926574118
0.3,3,0.9,400,10,1.318522881,0.990243393,4.318792055,,2.998957552,0.926537721
0.1,5,0.7,400,5,0.995901494,0.994431097,3.68837668,,3.000213868,0.926476159
0.1,7,0.7,400,3,0.355612095,0.999289154,3.651629339,,3.000776069,0.926448602
0.4,6,0.9,300,10,0.358395268,0.999271906,3.429059598,,3.002511784,0.92636349
0.1,4,0.6,400,5,1.499499567,0.987378288,4.056994105,,3.003113203,0.926333987
0.3,8,0.9,100,5,0.824625702,0.996172567,4.079723556,,3.004973184,0.926242709
0.2,8,0.6,400,5,0.168882267,0.999839573,3.433775813,,3.005715321,0.926206273
0.1,3,0.6,400,3,1.881406779,0.980141594,4.243816721,,3.006064499,0.926189126
0.4,7,0.7,400,10,0.16901464,0.99983917,3.631620245,,3.00653457,0.92616604
0.1,8,0.6,400,10,0.985119728,0.994552843,3.866919241,,3.008296193,0.926079492
0.2,6,0.7,300,10,0.848828283,0.995949808,3.757779438,,3.008656878,0.926061765
0.4,6,0.7,300,5,0.174282389,0.999828802,3.64817244,,3.009242259,0.92603299
0.2,6,0.6,300,10,0.816938475,0.996250014,3.701836024,,3.009722469,0.926009381
0.3,6,0.8,200,5,0.430805583,0.998949247,3.82735869,,3.009933429,0.925999009
0.2,3,0.7,300,3,1.289462309,0.990662628,3.938374513,,3.011682387,0.925912985
0.1,4,0.8,300,3,1.496395596,0.987429466,4.154325834,,3.012646624,0.925865537
0.2,5,0.9,400,5,0.409791505,0.99905301,3.651949474,,3.012984146,0.925848925
0.4,6,0.7,200,5,0.30743218,0.999466851,3.700484425,,3.013145211,0.925840997
0.1,7,0.8,300,10,1.809950374,0.981619847,4.439671615,,3.013463309,0.925825338
0.4,7,0.7,300,10,0.255411892,0.99963268,3.653706525,,3.013738504,0.92581179
0.2,5,0.9,300,5,0.59779547,0.997989475,3.705907597,,3.014080304,0.925794961
0.4,6,0.7,400,5,0.131859594,0.999901758,3.636084653,,3.014599661,0.925769387
0.3,3,0.9,100,5,2.614964279,0.96163538,4.942141674,,3.014662723,0.925766281
0.3,3,0.8,300,5,1.089769419,0.993328665,3.992097945,,3.015532595,0.925723435
0.2,7,0.9,100,1,0.442974682,0.998895747,3.796441055,,3.015932336,0.925703741
0.1,3,0.9,200,1,2.319479907,0.969833996,4.616231939,,3.016564205,0.925672606
0.2,8,0.6,300,5,0.260583902,0.999618067,3.455754084,,3.017565421,0.925623259
0.4,8,0.7,100,10,1.044093312,0.993873985,3.948450666,,3.01777136,0.925613106
0.1,6,0.8,300,5,1.1447041,0.992647264,3.986143345,,3.020072155,0.925499636
0.3,6,0.8,100,3,0.765770731,0.99669761,3.935929579,,3.020183272,0.925494154
0.1,3,0.8,400,3,1.732469274,0.983166873,4.258348972,,3.021222857,0.925442853
0.3,8,0.8,100,5,0.795969658,0.996436308,3.713004337,,3.021326678,0.925437729
0.3,3,0.8,300,3,0.902709397,0.995419492,3.924354734,,3.023018412,0.925354206
0.3,5,0.7,200,5,0.655602301,0.997582093,3.722375011,,3.02368503,0.925321282
0.4,6,0.7,400,10,0.22840041,0.999705639,3.562400609,,3.024340244,0.925288913
0.3,3,0.7,400,5,0.882520014,0.995623129,3.730170031,,3.024745905,0.925268869
0.1,6,0.8,400,10,1.444977884,0.988279068,4.164220823,,3.02631669,0.925191232
0.2,3,0.9,200,5,2.097340066,0.975324788,4.429877911,,3.028417668,0.925087326
0.1,6,0.9,400,1,0.175264234,0.999826977,3.481609168,,3.029640712,0.925026806
0.2,6,0.9,200,10,1.599224733,0.985614704,4.226787499,,3.030005538,0.925008748
0.1,7,0.7,300,3,0.576803131,0.998130343,3.760950305,,3.030310914,0.924993632
0.2,3,0.7,300,10,2.108766253,0.975057848,4.422901413,,3.031562173,0.924931677
0.2,4,0.7,200,5,1.441925096,0.98832884,4.132710103,,3.031869395,0.924916461
0.3,6,0.8,300,1,0.114300604,0.999925144,4.033433088,,3.032200421,0.924900064
0.3,6,0.8,400,1,0.112604281,0.999926936,4.033953036,,3.032358211,0.924892248
0.3,6,0.6,200,5,0.476858824,0.998718166,3.615072727,,3.032504208,0.924885016
0.2,5,0.6,400,10,0.787145466,0.996517832,3.851739342,,3.032516625,0.9248844
0.1,6,0.9,300,1,0.297690737,0.999501129,3.507342126,,3.032527847,0.924883844
0.4,6,0.7,100,5,0.833047446,0.996086364,3.882311023,,3.032821443,0.924869299
0.3,5,0.7,200,3,0.441963366,0.998900627,3.778316378,,3.03297404,0.924861738
0.1,8,0.7,100,1,1.286727014,0.990702434,4.162421826,,3.033224976,0.924849305
0.2,5,0.7,100,1,1.070234636,0.99355921,4.082648068,,3.033354909,0.924842866
0.3,6,0.8,200,1,0.131477219,0.999902025,4.036847453,,3.033699902,0.924825769
0.2,3,0.7,200,1,1.399895737,0.988994967,4.057376167,,3.034791892,0.924771641
0.3,8,0.6,100,5,0.767676073,0.996680885,3.805216796,,3.035217743,0.924750527
0.3,6,0.8,100,1,0.338147035,0.999355016,4.127672549,,3.035800934,0.924721607
0.1,8,0.8,400,5,0.506475699,0.99855902,3.706282234,,3.036444145,0.924689705
0.1,8,0.7,200,3,0.888119629,0.995572652,3.746085344,,3.038543227,0.924585545
0.3,6,0.6,300,5,0.268059066,0.9995945,3.532108647,,3.038913044,0.924567187
0.1,3,0.8,300,3,2.172581071,0.973530792,4.522146613,,3.039158329,0.924555009
0.2,8,0.9,200,5,0.50739121,0.998550582,3.775654858,,3.039676068,0.924529302
0.4,7,0.7,200,10,0.475202959,0.998728572,3.713537186,,3.040179884,0.924504282
0.1,6,0.9,200,1,0.658455043,0.997565267,3.617581659,,3.042581869,0.92438494
0.1,8,0.9,400,5,0.516682493,0.998498976,3.714139803,,3.042617636,0.924383162
0.2,3,0.8,300,3,1.24708628,0.991271386,3.919400223,,3.04481422,0.924273941
0.2,3,0.8,400,5,1.215838639,0.991705117,3.960237244,,3.045207961,0.924254355
0.3,3,0.8,400,5,0.877155524,0.995675022,3.857517257,,3.045488211,0.924240412
0.2,6,0.7,200,1,0.240076399,0.999674436,3.693771416,,3.04676243,0.924177004
0.4,6,0.7,300,10,0.343304464,0.99933493,3.588635536,,3.046863793,0.924171959
0.2,8,0.6,200,5,0.491124754,0.998643211,3.528432804,,3.047924103,0.924119173
0.4,3,0.7,100,5,2.109653408,0.975026058,4.376290329,,3.048380902,0.924096427
0.1,6,0.7,400,3,0.490176309,0.998648798,3.682343767,,3.050883935,0.923971726
0.4,5,0.7,300,5,0.279064097,0.999561112,3.769211284,,3.052850854,0.923873663
0.2,6,0.7,400,1,0.119213085,0.999919052,3.658385522,,3.0530748,0.923862494
0.2,6,0.7,300,1,0.141998743,0.999885943,3.666102398,,3.053223933,0.923855056
0.3,3,0.7,200,10,2.113658005,0.974934198,4.471367126,,3.054956074,0.923768635
0.1,3,0.7,400,10,2.798240112,0.956094227,4.811005642,,3.055101662,0.923761369
0.3,6,0.6,400,5,0.184131076,0.999808655,3.507607725,,3.056229523,0.923705068
0.4,3,0.9,200,5,1.249677072,0.991229444,4.156581021,,3.056785233,0.92367732
0.2,6,0.7,400,3,0.180601286,0.999816431,3.510768435,,3.05680053,0.923676556
0.3,3,0.6,200,3,1.337128543,0.989958007,4.006386798,,3.058773335,0.923578009
0.1,3,0.9,400,3,1.739090222,0.983035684,4.254287376,,3.058867443,0.923573306
0.2,6,0.9,400,5,0.248044743,0.999653014,3.455753611,,3.059725921,0.923530402
0.2,6,0.7,300,3,0.268934393,0.999592986,3.529795655,,3.06003523,0.92351494
0.4,3,0.6,300,10,1.258267387,0.991102783,4.324173824,,3.06038821,0.923497294
0.2,3,0.9,400,10,1.827171449,0.981267134,4.470881572,,3.060747455,0.923479332
0.4,5,0.7,400,5,0.198886452,0.999776881,3.757424194,,3.061365982,0.923448402
0.1,3,0.8,400,1,1.349680149,0.989779787,4.029492607,,3.062439308,0.923394714
0.3,5,0.7,300,3,0.264042412,0.999607591,3.720327426,,3.064444729,0.923294352
0.4,3,0.9,300,10,1.333264261,0.990012735,4.276755984,,3.065603215,0.923236345
0.2,3,0.9,400,1,0.738927404,0.996932695,3.88769192,,3.067141455,0.92315929
0.3,3,0.6,400,10,1.250135728,0.991224447,4.009560185,,3.069272393,0.923052481
0.2,5,0.6,200,1,0.472206643,0.998744828,3.482557956,,3.069614238,0.923035339
0.2,3,0.9,400,5,1.240494903,0.991362446,3.931372391,,3.070150888,0.923008426
0.2,6,0.7,400,5,0.283151667,0.999548259,3.501640862,,3.070189405,0.923006494
0.3,8,0.8,400,10,0.196073038,0.999783319,3.597178991,,3.070427319,0.922994561
0.3,6,0.7,400,10,0.334587997,0.999368546,3.731746161,,3.070842011,0.922973759
0.4,7,0.9,200,10,0.514503655,0.998503996,3.626041388,,3.071680449,0.922931692
0.4,3,0.7,200,5,1.200838263,0.99189913,3.966764015,,3.071754116,0.922927995
0.1,8,0.9,300,5,0.829523418,0.996133315,3.87402364,,3.072378872,0.922896641
0.3,7,0.6,200,3,0.213270612,0.999743321,3.734504133,,3.072426881,0.922894232
0.2,7,0.7,400,5,0.206659414,0.999759492,3.511275904,,3.07244029,0.922893559
0.4,6,0.9,200,10,0.687177581,0.99732725,3.584973713,,3.07336191,0.922847293
0.3,6,0.9,300,10,0.556283407,0.998249478,3.684338196,,3.073567068,0.922836993
0.2,6,0.7,100,1,0.746453086,0.996864626,3.886035617,,3.076148778,0.922707309
0.2,3,0.7,300,5,1.548094048,0.986545565,4.094005898,,3.076209652,0.92270425
0.3,5,0.7,400,3,0.189653515,0.999797306,3.711820966,,3.076432279,0.922693061
0.2,7,0.6,400,5,0.225259532,0.999714208,3.534735132,,3.076859576,0.922671585
0.3,7,0.6,300,3,0.133896698,0.999898703,3.729380684,,3.077954693,0.92261653
0.2,6,0.9,300,5,0.410604574,0.999048537,3.516870765,,3.078027284,0.922612879
0.3,3,0.7,200,1,0.996332076,0.994415544,3.755373721,,3.078219341,0.922603222
0.1,3,0.9,300,3,2.170268702,0.973585561,4.400357088,,3.078466718,0.922590782
0.2,7,0.6,300,5,0.34652956,0.999323905,3.568816629,,3.079103829,0.922558737
0.3,7,0.6,400,3,0.116812048,0.999922223,3.727954934,,3.079407261,0.922543474
0.3,8,0.8,300,10,0.326033522,0.999400507,3.627542459,,3.079676112,0.922529948
0.3,6,0.9,400,10,0.344890073,0.999324986,3.570087297,,3.079750611,0.9225262
0.2,3,0.6,400,3,1.089249464,0.993336857,3.776146406,,3.079772819,0.922525083
0.2,3,0.7,100,1,2.459262306,0.966064459,4.565689071,,3.079809795,0.922523222
0.2,5,0.6,100,3,1.701137824,0.983751314,4.099685025,,3.080122319,0.922507498
0.2,6,0.6,200,10,1.329817142,0.990068409,4.050364408,,3.080424369,0.922492298
0.2,7,0.7,300,5,0.326693252,0.99939883,3.540026065,,3.081664734,0.922429867
0.4,6,0.7,200,10,0.608429939,0.997910945,3.725418672,,3.082831108,0.922371137
0.2,6,0.7,200,3,0.504476688,0.998566478,3.670082416,,3.083121409,0.922356517
0.3,7,0.6,400,5,0.140133612,0.999889167,3.574390454,,3.083663687,0.922329201
0.2,6,0.7,300,5,0.43399677,0.998938088,3.579519553,,3.083911721,0.922316706
0.4,5,0.7,200,5,0.46153393,0.998801247,3.858400704,,3.086318187,0.922195422
0.3,8,0.7,100,10,1.528377434,0.986872209,4.137447098,,3.086509748,0.922185763
0.2,3,0.7,200,5,2.111012555,0.974997466,4.367281213,,3.086791476,0.922171557
0.3,3,0.9,100,3,2.128126443,0.974581346,4.635795006,,3.087157011,0.922153123
0.3,5,0.6,200,10,1.099597408,0.993210472,3.943659245,,3.087965979,0.922112319
0.2,5,0.9,200,10,1.844347071,0.980900467,4.438500692,,3.088891396,0.922065629
