learning_rate,max_depth,subsample,n_estimators,reg_lambda,colsample_bytree,LOO-train-RMSE,LOO-train-R2,LOO-val-RMSE,LOO-val-R2,test-RMSE,test-R2
0.2,6,0.7,200,3,1,0.16441528,0.999847064,3.514750742,,3.73727505,0.895682896
0.3,3,0.6,200,5,0.8,1.364420013,0.989493027,3.580824341,,3.737477722,0.895671581
0.1,8,0.7,100,5,0.8,2.210849064,0.972426816,4.064788176,,3.737695695,0.895659412
0.3,3,0.7,400,10,0.6,1.23883643,0.991340822,3.424201974,,3.737743929,0.895656719
0.4,4,0.9,100,10,0.6,1.50951755,0.98713031,3.687668466,,3.73829508,0.895625944
0.4,3,0.6,200,3,0.6,1.18378931,0.99208215,3.665047054,,3.738312885,0.89562495
0.1,5,0.7,200,1,1,0.373964566,0.999208722,3.56118444,,3.738332233,0.89562387
0.2,7,0.6,100,3,0.6,1.490931643,0.987440928,3.633933752,,3.738547924,0.895611825
0.1,4,0.6,400,5,0.8,1.116963541,0.992960768,3.284086518,,3.73856973,0.895610607
0.3,3,0.9,400,10,1,0.611065805,0.997891749,3.285239886,,3.738713139,0.895602598
0.2,6,0.8,100,5,0.8,1.134329742,0.992736527,3.670143622,,3.738881866,0.895593175
0.4,5,0.7,100,1,1,0.136780726,0.999893592,3.960703259,,3.739047635,0.895583917
0.4,4,0.6,400,1,0.8,0.140836072,0.999886538,3.875878902,,3.739099525,0.895581019
0.2,8,0.6,100,3,0.6,1.468790958,0.987805102,3.674327823,,3.739339303,0.895567626
0.1,4,0.8,200,5,0.8,1.644005924,0.98475694,3.578764418,,3.739526136,0.89555719
0.1,7,0.6,200,10,0.8,2.221550913,0.972157923,3.845545294,,3.739708317,0.895547014
0.1,7,0.6,400,1,1,0.115649215,0.999922764,3.713551793,,3.740278302,0.895515171
0.3,3,0.7,300,5,0.8,0.924146022,0.995176753,3.508543266,,3.740390813,0.895508885
0.2,4,0.8,300,1,1,0.145932638,0.999879001,3.759063409,,3.740663002,0.895493677
0.2,5,0.9,100,5,1,0.795639783,0.996418565,3.741627088,,3.741331052,0.895456345
0.1,7,0.7,200,1,0.6,0.702649638,0.997210397,3.672434988,,3.741711902,0.89543506
0.1,3,0.9,300,3,1,1.262765352,0.991003264,3.522818808,,3.741838248,0.895427998
0.2,5,0.7,300,1,0.6,0.254703943,0.999631078,3.763927861,,3.741861669,0.895426689
0.3,4,0.6,200,3,0.6,0.972940934,0.994649725,3.693001162,,3.742188702,0.895408409
0.4,7,0.6,100,3,1,0.187593611,0.999800511,3.967500572,,3.742242995,0.895405375
0.4,4,0.9,300,10,1,0.23138116,0.999697087,3.337523688,,3.742716255,0.895378918
0.2,5,0.6,100,1,1,0.478420734,0.998704517,3.736736047,,3.743271155,0.895347893
0.1,4,0.7,400,1,0.8,0.490750695,0.998637077,3.634355835,,3.743303329,0.895346094
0.4,4,0.9,400,10,1,0.163595247,0.999848511,3.363272404,,3.743589734,0.895330079
0.1,3,0.9,300,3,0.8,1.479811542,0.987646562,3.696472241,,3.74364903,0.895326763
0.4,5,0.7,300,3,1,0.114089139,0.999924626,4.051077649,,3.743657886,0.895326268
0.3,4,0.7,300,3,0.8,0.318762632,0.999423088,3.850991459,,3.743710568,0.895323322
0.4,5,0.7,200,3,1,0.122792829,0.999913842,4.047513753,,3.743777694,0.895319568
0.2,4,0.8,200,1,1,0.243581076,0.999663479,3.735183404,,3.744246391,0.895293356
0.3,4,0.6,100,1,0.6,1.110584597,0.993021751,3.433398724,,3.74466213,0.895270103
0.3,3,0.7,200,1,0.6,0.975209226,0.994620093,3.608512885,,3.744758697,0.895264701
0.3,5,0.7,100,10,0.6,1.860840459,0.980459424,3.686331241,,3.744978001,0.895252433
0.1,3,0.8,300,1,1,1.014034847,0.994194463,3.624267715,,3.74535962,0.895231084
0.3,4,0.6,400,5,0.6,0.688262409,0.997322455,3.475259049,,3.746002823,0.895195097
0.3,4,0.7,100,10,0.8,1.89142753,0.979801823,3.543765013,,3.746211855,0.8951834
0.2,6,0.7,300,3,0.6,0.395362351,0.999114774,3.714704385,,3.746953496,0.895141895
0.3,3,0.9,400,5,1,0.389008022,0.99914425,3.42206952,,3.74727817,0.895123722
0.3,7,0.6,400,1,0.8,0.116599572,0.999921058,3.983834194,,3.747323906,0.895121162
0.4,3,0.6,200,10,0.8,1.467539704,0.987843972,3.547271713,,3.748170467,0.89507377
0.3,4,0.9,400,1,0.8,0.123675208,0.999912229,3.911112439,,3.748216554,0.895071189
0.1,8,0.6,100,5,0.8,2.514688259,0.96432498,4.243959086,,3.748571436,0.895051319
0.2,3,0.7,400,5,0.8,0.999337646,0.994365024,3.595967576,,3.748842224,0.895036156
0.1,4,0.6,400,3,1,0.605234864,0.997931994,3.344810418,,3.749054726,0.895024256
0.3,4,0.8,100,3,0.6,1.217998243,0.991598067,3.812154803,,3.74983045,0.89498081
0.4,3,0.8,300,5,1,0.416956956,0.999017746,3.468665469,,3.749868998,0.894978651
0.4,4,0.9,200,10,1,0.4083576,0.999057327,3.302229564,,3.750289627,0.894955089
0.2,7,0.8,400,3,0.8,0.115537501,0.999923171,3.712680826,,3.750403253,0.894948723
0.3,5,0.7,100,5,0.8,1.095698578,0.993202616,3.581310088,,3.750681992,0.894933108
0.3,6,0.9,100,5,0.6,0.920822889,0.995205787,3.71136087,,3.75217577,0.894849401
0.2,7,0.8,300,3,0.8,0.126494083,0.999908866,3.700222992,,3.75251091,0.894830617
0.3,4,0.9,300,1,0.8,0.140922102,0.999886967,3.901495644,,3.752668453,0.894821786
0.2,6,0.6,100,3,1,0.703015818,0.997204836,3.685707085,,3.752809908,0.894813856
0.2,5,0.6,200,1,0.6,0.628506047,0.997754002,3.762811307,,3.753423091,0.89477948
0.1,3,0.8,400,5,0.8,1.456172189,0.988040406,3.462493537,,3.753998345,0.894747225
0.1,4,0.7,400,10,1,1.066336378,0.993584245,3.254701292,,3.754152153,0.8947386
0.2,6,0.7,400,3,1,0.114268713,0.999924363,3.542901329,,3.754382664,0.894725673
0.1,4,0.9,200,3,1,1.02670675,0.994054186,3.624851675,,3.754444546,0.894722203
0.1,5,0.7,100,1,1,1.086853112,0.993325166,3.72847953,,3.754545085,0.894716564
0.4,4,0.7,400,5,1,0.137190505,0.999892805,3.364276041,,3.75481034,0.894701688
0.1,4,0.7,300,3,1,0.739969259,0.996905987,3.35144544,,3.755173607,0.894681312
0.3,7,0.6,200,1,0.8,0.126478864,0.999908863,3.947922976,,3.755285036,0.894675061
0.2,4,0.7,200,3,1,0.541652596,0.998335674,3.521954724,,3.755357662,0.894670988
0.1,4,0.8,200,10,0.8,2.190339636,0.97293774,3.902846636,,3.755913529,0.894639804
0.1,8,0.8,100,3,0.8,1.414437478,0.988714966,3.842165942,,3.756062746,0.894631432
0.4,4,0.7,300,5,1,0.180179312,0.999815712,3.34453053,,3.756069401,0.894631059
0.3,6,0.6,100,5,0.6,1.479834888,0.987631447,3.420777057,,3.756215775,0.894622846
0.2,5,0.6,200,10,0.6,1.753301828,0.98266466,3.599887249,,3.75709361,0.894573586
0.4,3,0.6,300,5,1,0.601815237,0.997942562,3.805248721,,3.757678169,0.894540778
0.3,4,0.7,400,3,0.8,0.229852074,0.999699803,3.880891537,,3.757896099,0.894528545
0.1,6,0.7,100,3,1,1.374772481,0.989326056,3.932743792,,3.75928504,0.894450565
0.3,4,0.6,100,10,0.8,2.07799468,0.975636772,3.762591746,,3.759594434,0.89443319
0.2,4,0.7,200,5,0.6,1.312095616,0.990277829,3.552372967,,3.759824078,0.894420293
0.4,3,0.7,400,5,0.6,0.817221155,0.996221236,3.549791271,,3.760190939,0.894399689
0.4,4,0.6,200,1,0.8,0.291038684,0.9995167,3.796351726,,3.760215238,0.894398324
0.2,3,0.8,200,1,0.6,1.175850921,0.992180391,3.514192286,,3.760623512,0.894375391
0.1,7,0.6,300,1,1,0.124001386,0.999912357,3.698368785,,3.760694209,0.894371419
0.1,7,0.9,200,10,1,0.969380893,0.994691462,3.801874328,,3.760785649,0.894366283
0.4,5,0.7,200,1,1,0.113675306,0.999925028,3.97785126,,3.760890261,0.894360406
0.3,5,0.9,100,10,0.6,1.534538504,0.986712448,3.619757403,,3.761313326,0.894336638
0.4,4,0.8,200,10,1,0.455581253,0.998826485,3.274189137,,3.761421813,0.894330542
0.3,7,0.6,300,1,0.8,0.115418307,0.999922849,3.964971257,,3.76200757,0.894297628
0.4,4,0.9,200,3,0.6,0.442097746,0.998893036,3.668085487,,3.762321828,0.894279968
0.4,7,0.9,400,1,1,0.112360109,0.999926688,4.322628805,,3.762606259,0.894263983
0.3,4,0.8,200,10,1,0.650123072,0.997614061,3.341226946,,3.762831667,0.894251314
0.2,6,0.7,300,3,1,0.118066981,0.99992004,3.530173677,,3.763268145,0.894226779
0.3,7,0.7,100,1,0.6,0.47858861,0.998700778,3.84289758,,3.763329356,0.894223338
0.2,5,0.9,100,5,0.6,1.478165047,0.987668574,3.710378905,,3.763400054,0.894219364
0.2,5,0.7,200,3,0.6,0.826416367,0.99613772,3.531719634,,3.764493885,0.894157865
0.4,3,0.9,100,5,0.8,1.514848809,0.987028526,3.863824959,,3.764894649,0.894135328
0.2,4,0.7,300,3,0.8,0.512830212,0.998513655,3.550159217,,3.765339996,0.894110281
0.1,6,0.6,100,3,0.8,2.050648721,0.97627493,3.976598513,,3.765430213,0.894105207
0.1,4,0.6,300,5,0.6,1.635384562,0.984902249,3.540140089,,3.765546627,0.894098659
0.3,7,0.7,200,1,0.6,0.168700397,0.999838072,3.91664308,,3.76616279,0.894063998
0.4,7,0.9,300,1,1,0.113510525,0.999925179,4.321534214,,3.766335328,0.894054292
0.1,7,0.9,100,5,1,1.305730807,0.990376513,4.02692695,,3.766510578,0.894044432
0.4,5,0.7,300,1,1,0.113779563,0.999924797,3.97047318,,3.766872045,0.894024094
0.2,4,0.6,300,10,0.6,1.43255637,0.98841481,3.412749217,,3.767356762,0.893996819
0.3,5,0.9,100,1,0.6,0.441158915,0.998896206,3.859910294,,3.768058751,0.893957311
0.1,4,0.6,300,10,1,1.563182291,0.986211743,3.424312844,,3.768204439,0.893949111
0.4,7,0.9,200,1,1,0.112447641,0.999926577,4.319408005,,3.769322883,0.893886147
0.4,4,0.6,300,1,0.8,0.168192299,0.999839046,3.819330779,,3.769470066,0.89387786
0.3,7,0.6,100,1,0.8,0.342665402,0.999332176,3.888350038,,3.769636778,0.893868473
0.2,6,0.7,100,10,0.6,2.34388187,0.969010818,3.925420015,,3.770091586,0.893842862
0.4,3,0.9,100,1,1,0.741252208,0.99689125,3.53102238,,3.770478731,0.893821059
0.2,8,0.7,200,3,0.6,0.626296839,0.997783206,3.721564661,,3.770987875,0.893792381
0.2,3,0.8,100,1,1,1.409238852,0.988786403,3.571468909,,3.772214307,0.893723286
0.1,5,0.6,400,1,1,0.155845457,0.999862322,3.611418216,,3.772487469,0.893707894
0.2,6,0.7,100,3,1,0.554099452,0.998262246,3.518518046,,3.772861916,0.893686792
0.3,3,0.9,400,1,0.8,0.318678381,0.999424607,3.68318233,,3.772879853,0.893685781
0.4,7,0.9,100,1,1,0.113009985,0.999925849,4.321553686,,3.773061649,0.893675536
0.1,6,0.6,100,3,1,1.563955469,0.986197127,3.84521422,,3.773141136,0.893671056
0.3,4,0.6,300,1,0.6,0.362301434,0.999253755,3.469236473,,3.773142955,0.893670953
0.1,8,0.7,300,3,0.6,0.729170438,0.996998096,3.48524049,,3.773269156,0.89366384
0.4,3,0.6,300,3,0.6,0.887984052,0.995537488,3.788348935,,3.773579098,0.89364637
0.2,8,0.7,400,3,0.6,0.229792489,0.999700904,3.756874549,,3.773619112,0.893644115
0.1,4,0.9,200,3,0.8,1.29436957,0.990546809,3.615564985,,3.773834366,0.893631981
0.2,4,0.6,200,5,1,0.825311144,0.996148632,3.298256565,,3.774135832,0.893614986
0.3,5,0.6,100,10,0.6,2.13791782,0.974220997,3.723533687,,3.774351401,0.893602833
0.2,5,0.6,400,1,0.6,0.26224788,0.999608374,3.840140174,,3.774639452,0.893586592
0.2,7,0.9,200,1,0.6,0.1657291,0.999844488,3.977334841,,3.775156236,0.893557452
0.3,4,0.7,200,3,0.8,0.550374981,0.998285675,3.796212682,,3.775377139,0.893544995
0.1,7,0.7,300,3,0.6,0.764124183,0.996703436,3.52406294,,3.775899533,0.893515533
0.1,3,0.8,400,3,0.6,1.426743054,0.988514631,3.460676588,,3.776499154,0.89348171
0.1,7,0.7,200,5,1,0.727514266,0.997008313,3.624793968,,3.776568509,0.893477798
0.1,6,0.6,100,5,0.8,2.599891611,0.961873841,4.275507669,,3.776885941,0.89345989
0.2,6,0.8,100,3,0.8,0.814883159,0.996247083,3.709603536,,3.776970285,0.893455132
0.3,3,0.8,400,10,1,0.652615776,0.997596168,3.365424704,,3.7775177,0.893424245
0.3,5,0.6,200,3,1,0.194293933,0.999786266,3.452766341,,3.777583923,0.893420509
0.3,8,0.7,100,1,0.8,0.1925582,0.999789364,3.901238715,,3.778011276,0.893396393
0.2,7,0.7,100,10,0.6,2.307766597,0.969953635,3.927915604,,3.77821949,0.893384642
0.2,7,0.9,100,10,0.6,1.845572219,0.980783671,3.936959361,,3.778527048,0.893367284
0.3,4,0.6,200,5,0.6,1.166607716,0.992317156,3.444071455,,3.778693653,0.89335788
0.3,8,0.6,200,3,0.6,0.600354732,0.997961824,3.567981684,,3.778959413,0.893342879
0.1,8,0.9,100,5,1,1.229848148,0.99146058,4.056641026,,3.779303088,0.893323479
0.1,6,0.8,100,5,0.8,2.151140639,0.973900643,4.061748304,,3.779556308,0.893309183
0.4,5,0.9,100,1,1,0.117964325,0.99991988,3.923081519,,3.780066387,0.893280384
0.3,3,0.6,100,1,0.8,1.444800567,0.988198165,3.69463879,,3.780078037,0.893279726
0.3,3,0.9,300,5,1,0.53768393,0.99836586,3.418664312,,3.780325536,0.89326575
0.2,5,0.8,100,5,1,0.924142675,0.995168365,3.56000136,,3.780500423,0.893255875
0.1,6,0.6,200,10,0.8,2.24997676,0.971440863,3.862436888,,3.78058,0.893251381
0.1,5,0.6,100,3,0.8,2.243108168,0.971622263,4.013193246,,3.781237666,0.893214238
0.2,4,0.8,100,5,0.6,1.922598466,0.979130745,3.642866156,,3.781396612,0.89320526
0.2,8,0.7,300,3,0.6,0.321201425,0.999416353,3.757836878,,3.781441154,0.893202744
0.3,5,0.6,400,3,1,0.117504045,0.999920352,3.50451314,,3.781933739,0.893174919
0.1,4,0.6,200,5,1,1.521383375,0.98694147,3.468817309,,3.782152946,0.893162535
0.1,6,0.6,200,1,1,0.279790487,0.999556754,3.709936997,,3.783036403,0.893112618
0.1,6,0.7,100,3,0.8,1.823969289,0.981230655,3.918972601,,3.783235,0.893101395
0.2,3,0.6,400,5,0.6,1.2797757,0.99075263,3.438132518,,3.78328814,0.893098392
0.1,6,0.7,100,5,0.8,2.326308571,0.969477352,4.086784151,,3.783717669,0.893074117
0.4,3,0.8,400,1,0.8,0.242918699,0.999665895,3.757494229,,3.784467239,0.893031747
0.2,4,0.8,300,5,1,0.362043182,0.999258822,3.196436688,,3.784543094,0.893027459
0.2,4,0.6,400,1,0.6,0.437150051,0.998917863,3.673575041,,3.785201476,0.892990237
0.3,5,0.6,300,3,1,0.127752022,0.999906898,3.475189106,,3.785305533,0.892984353
0.4,8,0.9,400,1,1,0.112360441,0.999926688,4.540159969,,3.785493699,0.892973714
0.2,4,0.8,100,1,1,0.650316843,0.997598984,3.821893557,,3.785589507,0.892968296
0.1,4,0.8,200,5,0.6,1.849666069,0.980707564,3.658101103,,3.785608159,0.892967241
0.2,3,0.6,400,1,0.8,0.655542145,0.997571935,3.642329696,,3.786078811,0.892940626
0.1,4,0.6,400,10,0.8,1.545294228,0.986530544,3.412323945,,3.786092725,0.892939839
0.2,8,0.9,200,1,0.6,0.151418932,0.999870038,3.945641819,,3.786404212,0.892922222
0.1,8,0.8,200,5,0.6,1.309497518,0.990329665,3.563319445,,3.786630282,0.892909435
0.1,3,0.9,300,1,0.8,1.166784816,0.992317673,3.576338307,,3.786633034,0.89290928
0.3,4,0.6,200,1,0.8,0.408867355,0.999049582,3.75132511,,3.787305988,0.892871212
0.1,8,0.7,200,10,0.6,2.291622919,0.970383387,3.969026653,,3.787464781,0.892862229
0.3,3,0.7,400,1,0.6,0.565666153,0.998187278,3.66286556,,3.787604553,0.892854321
0.2,3,0.9,300,10,0.6,1.590500102,0.985729451,3.579693988,,3.787849494,0.892840463
0.4,3,0.9,400,10,1,0.435339918,0.998929459,3.263928699,,3.788156222,0.892823107
0.3,7,0.7,300,1,0.6,0.118200287,0.999919642,3.946615954,,3.788422666,0.89280803
0.4,5,0.6,100,5,0.6,1.32958175,0.990015915,3.366997084,,3.788563846,0.89280004
0.3,3,0.8,400,5,1,0.418485108,0.999010913,3.454215669,,3.788746584,0.892789699
0.4,8,0.9,300,1,1,0.113510151,0.99992518,4.53710861,,3.789165422,0.892765994
0.3,4,0.8,100,3,1,0.655295385,0.997567015,3.608105492,,3.789262482,0.8927605
0.3,7,0.7,400,1,0.6,0.115314597,0.999923048,3.944655882,,3.789539863,0.892744799
0.3,4,0.7,400,5,0.6,0.554474004,0.99825822,3.515053023,,3.78982009,0.892728936
0.2,4,0.7,100,3,0.6,1.735462908,0.982973801,3.901555761,,3.78983667,0.892727997
0.4,4,0.7,200,5,0.6,0.834993951,0.996042999,3.647243582,,3.79036968,0.892697821
0.1,5,0.6,300,10,0.6,1.979856497,0.97788791,3.663243766,,3.790477243,0.892691731
0.4,5,0.9,200,1,1,0.112515,0.999926501,3.918343494,,3.790606132,0.892684433
0.4,4,0.6,100,10,0.6,2.054093975,0.976195658,3.615059635,,3.790864761,0.892669789
0.2,8,0.7,100,10,0.6,2.29536528,0.970274101,3.933245474,,3.790901051,0.892667734
0.2,4,0.6,200,3,0.6,1.21311368,0.991693818,3.446153578,,3.791351424,0.89264223
0.4,5,0.8,100,10,1,0.67351781,0.997432355,3.395534752,,3.791937826,0.892609017
0.4,8,0.9,200,1,1,0.112446853,0.999926577,4.53576299,,3.792153414,0.892596806
0.4,3,0.9,200,3,0.8,0.747979715,0.996835723,3.7139581,,3.793093306,0.892543559
0.1,6,0.7,100,1,0.8,1.184249475,0.992070199,3.677164644,,3.79417116,0.89248248
0.4,5,0.9,300,1,1,0.113521811,0.999925171,3.919271149,,3.794322022,0.89247393
0.4,4,0.8,400,10,1,0.18321761,0.999810087,3.299965697,,3.794362338,0.892471645
0.4,8,0.9,100,1,1,0.113007812,0.999925851,4.537928713,,3.795892558,0.892384898
0.1,5,0.6,100,1,0.8,1.586275185,0.985805279,3.66698021,,3.795932225,0.892382648
0.1,4,0.8,200,3,1,1.045732691,0.993829451,3.48506784,,3.796073112,0.89237466
0.4,5,0.6,400,3,1,0.115317521,0.999922861,3.934378398,,3.796172947,0.892368999
0.4,3,0.8,300,1,0.8,0.31921158,0.999422944,3.722023725,,3.796289198,0.892362407
0.2,7,0.9,400,1,0.6,0.113351811,0.99992574,4.008118764,,3.796344465,0.892359273
0.1,4,0.7,300,1,0.6,0.871062234,0.995715226,3.594825833,,3.796562122,0.892346929
0.1,6,0.6,200,10,0.6,2.657049619,0.960187076,4.093351003,,3.796790318,0.892333988
0.2,4,0.6,400,10,1,0.633033443,0.997738397,3.158404789,,3.797009323,0.892321567
0.3,3,0.7,300,1,0.6,0.68763194,0.997322155,3.609059769,,3.797334983,0.892303095
0.2,7,0.9,300,1,0.6,0.116499262,0.99992209,4.002711061,,3.798097108,0.892259861
0.3,8,0.7,200,1,0.8,0.113342217,0.999925696,3.929115156,,3.798535404,0.892234994
0.1,7,0.6,200,1,1,0.196922873,0.999780642,3.699355938,,3.798678562,0.892226871
0.4,8,0.8,100,1,0.8,0.119730035,0.999917856,4.021910421,,3.799412841,0.892185202
0.1,5,0.6,300,1,1,0.234723663,0.999688057,3.585509678,,3.799469011,0.892182014
0.2,6,0.6,100,3,0.6,1.538101327,0.986642364,3.655064365,,3.799681245,0.892169969
0.1,3,0.9,300,5,0.8,1.720676266,0.983302924,3.705766829,,3.800122048,0.892144948
0.1,7,0.6,100,5,1,1.997477164,0.977486275,3.948737212,,3.800220356,0.892139368
0.3,8,0.7,300,1,0.8,0.114095601,0.999924405,3.932636919,,3.800416633,0.892128226
0.4,7,0.6,200,3,0.8,0.201683928,0.99976933,3.865037006,,3.800509917,0.89212293
0.1,6,0.7,200,5,0.6,1.611565429,0.985352836,3.616675804,,3.800628606,0.892116192
0.4,5,0.9,400,1,1,0.112367671,0.999926684,3.922609351,,3.800939813,0.892098524
0.3,4,0.7,300,5,0.6,0.683507788,0.997354592,3.522371186,,3.801972939,0.892039859
0.2,4,0.8,100,3,0.6,1.613090419,0.985289778,3.785576942,,3.802155024,0.892029518
0.3,5,0.7,200,1,0.8,0.160944698,0.999853154,3.950743693,,3.802418158,0.892014573
0.2,6,0.6,100,1,1,0.28695255,0.999533098,3.610045341,,3.80320784,0.891969715
0.3,8,0.7,400,1,0.8,0.114354218,0.999924052,3.933698692,,3.804448593,0.891899217
0.3,4,0.6,300,10,0.6,1.121987039,0.992891467,3.344306413,,3.804602891,0.891890448
0.4,3,0.7,300,10,0.8,1.018049261,0.994151033,3.517917517,,3.805476754,0.89184078
0.1,3,0.8,300,3,1,1.273689153,0.990849413,3.508042277,,3.805569672,0.891835498
0.4,7,0.6,400,3,0.8,0.116718811,0.999921396,3.903118402,,3.805794557,0.891822714
0.3,7,0.6,100,10,0.6,2.043848922,0.976439013,3.696827156,,3.806095275,0.891805618
0.1,6,0.7,400,1,0.6,0.327522455,0.999391294,3.72065007,,3.80628984,0.891794556
0.3,6,0.8,100,3,0.6,0.759207073,0.996736922,3.506383977,,3.806294412,0.891794296
0.4,3,0.6,100,1,0.8,1.214131382,0.991647021,3.726584085,,3.806453542,0.891785248
0.2,4,0.9,100,5,1,1.282107073,0.990719431,3.77084357,,3.806566352,0.891778834
0.1,5,0.8,200,10,0.6,2.144649048,0.974055263,3.8893783,,3.806760011,0.891767822
0.1,7,0.7,200,10,0.6,2.299324554,0.970185726,3.957325952,,3.806866037,0.891761793
0.4,3,0.9,300,10,1,0.593541028,0.998010084,3.251892564,,3.807718849,0.891713293
0.1,7,0.6,200,10,0.6,2.637939801,0.960754852,4.072969902,,3.808044423,0.891694774
0.1,8,0.6,100,5,1,1.966336401,0.978178133,3.925713521,,3.808109061,0.891691097
0.1,6,0.7,200,10,0.6,2.322671141,0.969576629,3.938886523,,3.808266455,0.891682144
0.4,5,0.6,100,10,0.6,1.825616717,0.981194344,3.466465705,,3.808602778,0.891663011
0.1,7,0.8,200,10,0.6,1.978801203,0.977917438,3.882636878,,3.80876369,0.891653857
0.3,3,0.7,300,10,0.6,1.394725256,0.989021494,3.476623506,,3.808821297,0.891650579
0.3,5,0.7,400,1,0.8,0.116380561,0.999921593,3.984196802,,3.808885207,0.891646943
0.2,7,0.7,400,3,0.6,0.249952728,0.999645935,3.789763607,,3.809305239,0.891623044
0.1,8,0.8,100,5,0.8,1.950149315,0.978547857,4.006404023,,3.809372202,0.891619234
0.4,4,0.8,300,10,1,0.266593433,0.999597726,3.289475815,,3.809541527,0.891609599
0.3,6,0.7,100,1,0.6,0.539982589,0.998345197,3.683008575,,3.810158275,0.8915745
0.4,8,0.8,400,1,0.8,0.113436327,0.999925276,4.013698883,,3.810571386,0.891550987
0.2,3,0.6,300,1,0.8,0.845268018,0.995963715,3.60462204,,3.81061834,0.891548314
0.1,4,0.9,300,5,0.6,1.312479215,0.990283939,3.57857932,,3.810783775,0.891538897
0.3,5,0.7,100,1,1,0.178182191,0.999820239,3.809953944,,3.810851169,0.891535061
0.4,3,0.6,400,3,0.6,0.740082762,0.996897233,3.81969436,,3.810973257,0.891528111
0.1,8,0.9,200,10,1,0.908984905,0.9953319,3.844503955,,3.811011748,0.89152592
0.2,3,0.8,300,10,0.6,1.604050154,0.985487027,3.568895031,,3.811143951,0.891518394
0.2,3,0.7,400,3,0.6,1.059839288,0.993655482,3.52694824,,3.811227944,0.891513612
0.3,3,0.9,300,1,0.8,0.435921109,0.998924514,3.631378684,,3.811752971,0.89148372
0.1,6,0.7,300,1,0.6,0.438347828,0.998911291,3.689827088,,3.811786414,0.891481816
0.3,4,0.6,400,3,0.6,0.515238767,0.998494318,3.706274644,,3.811878372,0.89147658
0.3,5,0.7,300,1,0.8,0.121135505,0.999915634,3.974750009,,3.811996151,0.891469874
0.4,5,0.6,300,3,1,0.117600655,0.999920191,3.904757217,,3.812653046,0.891432466
0.1,8,0.8,200,10,0.6,1.967588898,0.978166195,3.870644331,,3.813263102,0.89139772
0.2,4,0.8,100,5,0.8,1.70501965,0.983588219,3.668813048,,3.813508294,0.891383753
0.1,5,0.7,200,5,1,1.057218194,0.993688118,3.508851514,,3.813791151,0.89136764
0.1,4,0.6,200,3,0.6,1.855738523,0.980571696,3.680795432,,3.813805606,0.891366817
0.4,3,0.6,400,5,1,0.434173583,0.998927417,3.833402211,,3.814134592,0.891348074
0.3,4,0.6,200,1,0.6,0.624330836,0.997786977,3.405090926,,3.814147714,0.891347326
0.4,8,0.8,300,1,0.8,0.116426475,0.99992128,4.007985491,,3.814587343,0.891322278
0.4,4,0.6,100,5,0.6,1.551121037,0.986414815,3.6042343,,3.81466952,0.891317595
0.1,4,0.9,300,10,0.8,1.516560595,0.987026631,3.477611521,,3.815623069,0.891263254
0.4,3,0.8,200,1,0.8,0.548426251,0.998295578,3.71480131,,3.815701783,0.891258768
0.3,3,0.9,200,10,0.8,1.442044676,0.988266409,3.548864764,,3.815703769,0.891258654
0.4,8,0.8,200,1,0.8,0.112507058,0.999926504,4.008919864,,3.815977135,0.891243073
0.1,6,0.7,200,3,0.6,1.262689972,0.9910033,3.612991588,,3.816771757,0.891197774
0.1,4,0.7,300,1,0.8,0.668289732,0.997475712,3.598808721,,3.818057631,0.891124451
0.1,4,0.6,400,10,0.6,1.82789978,0.981153129,3.580925029,,3.818225174,0.891114895
0.3,3,0.9,200,3,0.8,0.950542767,0.994895567,3.77886778,,3.818302617,0.891110478
0.2,8,0.9,100,1,0.6,0.451337407,0.998849234,3.91545686,,3.81882134,0.89108089
0.3,4,0.6,400,1,0.8,0.170854332,0.999834173,3.811047441,,3.819045689,0.891068092
0.2,8,0.9,300,1,0.6,0.114461703,0.999924456,3.970925689,,3.819447146,0.891045189
0.3,8,0.6,100,10,0.6,2.036713088,0.976601581,3.702993585,,3.819528464,0.89104055
0.1,7,0.9,100,3,0.8,1.342747345,0.98982705,3.858268815,,3.819622399,0.891035191
0.2,8,0.9,400,1,0.6,0.112775259,0.999926318,3.975702772,,3.820633685,0.890977484
0.1,5,0.9,100,3,1,1.354645265,0.98963631,3.898665758,,3.821168823,0.890946941
0.4,7,0.6,300,3,0.8,0.123274976,0.999913259,3.886943983,,3.821209458,0.890944622
0.3,3,0.8,300,10,1,0.857777386,0.995846995,3.375343441,,3.822888347,0.890848771
0.3,3,0.6,100,3,0.8,1.801211817,0.981678947,3.687971884,,3.823135699,0.890834646
0.3,5,0.9,400,3,0.6,0.150592013,0.999871369,3.80367162,,3.824435299,0.890760416
0.3,3,0.9,300,10,1,0.803448359,0.996356249,3.264495745,,3.824664327,0.890747332
0.3,4,0.7,200,5,0.6,0.994344261,0.994412463,3.489744866,,3.824676629,0.890746629
0.1,6,0.8,200,10,0.6,2.02280122,0.976922456,3.882026697,,3.824761665,0.890741771
0.2,8,0.6,100,10,0.8,2.233472866,0.971852357,3.987546979,,3.82533048,0.890709271
0.4,3,0.7,200,1,0.8,0.615337907,0.997853933,3.565997611,,3.825432824,0.890703423
0.4,7,0.6,100,3,0.8,0.603069577,0.997936615,3.732712566,,3.82603288,0.890669132
