learning_rate,depth,subsample,iterations,l2_leaf_reg,CV-10-train-RMSE,CV-10-train-R2,CV-10-validation-RMSE,CV-10-validation-R2,test-RMSE,test-R2
0.2,7,0.9,300,3,0.120101422,0.999913946,6.12201896,0.749392466,2.465345988,0.950354543
0.2,7,0.9,200,3,0.256262734,0.999626738,6.126964234,0.74937873,2.465707822,0.950339969
0.1,5,0.6,400,5,0.968796015,0.994673328,5.792712787,0.775745965,2.470726388,0.950137613
0.3,3,0.7,100,3,2.111196919,0.974697836,6.273773175,0.741050993,2.474691543,0.949977441
0.1,7,0.9,300,5,0.906761325,0.995364542,5.888890258,0.765365918,2.477991532,0.949843942
0.1,7,0.9,400,10,1.321030264,0.990089264,6.344209707,0.734263196,2.488467958,0.949418947
0.1,7,0.6,300,5,0.85513019,0.995833261,5.969926657,0.757564067,2.510367433,0.948524765
0.2,5,0.7,300,5,0.520503979,0.99846717,5.787684506,0.776258256,2.51174337,0.948468322
0.1,7,0.9,400,1,0.095589381,0.999937671,5.904289633,0.768993208,2.514165006,0.948368908
0.1,8,0.6,400,5,0.410145533,0.999040862,6.040610743,0.754163007,2.515593132,0.948310235
0.2,7,0.8,300,5,0.235953608,0.999682356,5.974438422,0.75984665,2.518314037,0.948198358
0.3,3,0.7,200,3,1.195085148,0.991840839,5.939855816,0.770475487,2.519134564,0.948164596
0.2,5,0.7,400,5,0.341471931,0.999340412,5.78113548,0.776239761,2.520393931,0.948112756
0.2,7,0.8,400,5,0.141047803,0.999882972,5.96866912,0.759988934,2.521043622,0.948086002
0.1,7,0.9,300,1,0.142547404,0.999882719,5.899586976,0.769497958,2.527022439,0.947839475
0.3,7,0.9,100,5,0.887736684,0.995548796,6.337008243,0.724507479,2.528196063,0.947791014
0.1,7,0.7,400,1,0.105984092,0.999929085,5.946889718,0.765627189,2.53002761,0.947715341
0.1,7,0.9,400,3,0.270917008,0.999584208,6.004091019,0.755161095,2.537634913,0.947400449
0.3,7,0.8,200,10,0.6906809,0.997294282,6.071430381,0.750264537,2.542753373,0.947188046
0.1,7,0.8,200,3,0.985890144,0.994510882,6.049663257,0.758808195,2.54290787,0.947181628
0.2,8,0.7,200,3,0.203026759,0.999765133,6.046685107,0.751141468,2.543975588,0.947137264
0.1,7,0.7,300,1,0.164812421,0.999844806,5.952595433,0.765325191,2.545603871,0.947069572
0.1,5,0.8,400,3,0.597258927,0.997966771,5.992266885,0.760401559,2.54677795,0.947020736
0.1,7,0.9,300,3,0.513040117,0.998512547,6.036269734,0.753284751,2.547084819,0.947007968
0.1,7,0.6,400,10,1.114417972,0.992944044,6.101792529,0.751982806,2.548103463,0.946965574
0.2,7,0.8,200,5,0.509324452,0.998526054,6.011869482,0.757647325,2.550827742,0.946852111
0.2,8,0.7,400,3,0.0859509,0.999943005,6.022275561,0.752672768,2.551500151,0.946824087
0.1,7,0.9,200,1,0.345093822,0.999327117,5.919169964,0.768818733,2.55189005,0.946807834
0.2,8,0.7,300,3,0.107390043,0.999927204,6.027619264,0.752352662,2.551935835,0.946805925
0.3,7,0.6,400,10,0.197177245,0.999779115,5.7326313,0.780300875,2.560267209,0.94645803
0.4,3,0.6,200,5,1.239681145,0.991186943,5.858882019,0.772008308,2.561138624,0.946421577
0.2,7,0.7,200,10,1.142588192,0.992630895,6.250545598,0.741253268,2.561479036,0.946407333
0.4,5,0.8,300,10,0.404033709,0.999059426,6.098096288,0.751871865,2.563482475,0.946323466
0.1,8,0.6,300,5,0.672549628,0.99743788,6.086934676,0.751332169,2.566878513,0.946181153
0.3,7,0.6,300,10,0.320405122,0.999416084,5.73294456,0.780722048,2.567398582,0.946159343
0.2,7,0.9,100,3,0.961969652,0.994773148,6.218914989,0.743545485,2.56923608,0.946082247
0.1,5,0.8,300,3,0.923150829,0.995188176,6.036269133,0.757059187,2.573787455,0.945891049
0.4,5,0.8,200,10,0.749239455,0.996789849,6.184458228,0.744961813,2.577721433,0.945725514
0.4,5,0.8,400,10,0.257607286,0.999618146,6.079138902,0.753182944,2.583110498,0.94549834
0.3,3,0.7,300,3,0.794695296,0.996357633,5.859744318,0.77759367,2.589680931,0.945220726
0.3,8,0.7,200,3,0.107820604,0.999927554,6.03953316,0.755485753,2.591635096,0.945138022
0.3,8,0.7,300,3,0.081932502,0.999944427,6.036708521,0.755467362,2.593772345,0.945047498
0.3,8,0.7,400,3,0.078066592,0.999944958,6.036967766,0.755429048,2.595720594,0.944964915
0.2,5,0.7,200,5,0.916923114,0.995246957,5.84668554,0.772631232,2.600552793,0.944759817
0.1,7,0.8,300,1,0.154608278,0.999864174,5.864989607,0.767229955,2.600838925,0.944747661
0.2,7,0.8,200,10,1.219056276,0.991626092,6.063313245,0.751339143,2.601177197,0.944733287
0.1,7,0.8,200,1,0.36575335,0.99924126,5.880154578,0.766816595,2.601925424,0.944701488
0.3,7,0.7,400,10,0.182963908,0.99980615,5.928376661,0.761377471,2.602981958,0.94465657
0.1,7,0.8,400,1,0.10235342,0.999932965,5.862406483,0.767214058,2.608065215,0.944440203
0.1,5,0.6,300,5,1.359043745,0.989524527,5.914174422,0.766768068,2.610798529,0.944323686
0.2,5,0.8,400,10,0.739644675,0.996884226,5.941424482,0.763422175,2.611213696,0.944305977
0.3,7,0.7,300,10,0.321687538,0.999412404,5.939606302,0.760841608,2.61302417,0.94422872
0.3,8,0.7,100,3,0.37425731,0.999198427,6.074799821,0.754217353,2.613761056,0.94419726
0.1,7,0.7,200,1,0.387415962,0.999145728,5.968460624,0.764764822,2.616331782,0.944087438
0.4,8,0.6,200,5,0.118280391,0.999915774,6.124047348,0.747636412,2.620014779,0.943929912
0.4,8,0.6,100,5,0.416909731,0.999012318,6.17731444,0.744055701,2.620714372,0.943899964
0.3,6,0.7,300,5,0.194149056,0.999783149,5.81161362,0.770374229,2.621891176,0.943849571
0.2,8,0.6,400,10,0.309143584,0.999439232,5.923663035,0.76290189,2.622067256,0.943842029
0.3,7,0.9,400,10,0.202486279,0.999765456,5.981503396,0.759179936,2.622267325,0.943833458
0.3,5,0.8,300,5,0.285981691,0.999529304,5.991460068,0.764721738,2.625329745,0.943702193
0.3,6,0.7,400,5,0.123175264,0.999910225,5.804109539,0.771037216,2.627952392,0.943589657
0.4,3,0.6,100,5,2.143101312,0.973923604,6.155353015,0.749365359,2.628766791,0.943554688
0.4,8,0.6,300,5,0.086562605,0.99994303,6.114279618,0.748469604,2.629721326,0.943513689
0.1,7,0.9,200,3,1.02245309,0.994099104,6.141436777,0.746928211,2.62976267,0.943511913
0.4,8,0.6,400,5,0.079530124,0.999944846,6.113431983,0.748572237,2.630715212,0.943470984
0.3,6,0.7,200,5,0.386438208,0.999140433,5.837544708,0.768795596,2.634204024,0.943320948
0.1,7,0.8,200,5,1.601485914,0.98552257,6.343967674,0.72816609,2.634397781,0.94331261
0.3,5,0.8,400,5,0.176311754,0.999820518,5.988178227,0.764909892,2.634824945,0.943294225
0.4,7,0.8,200,5,0.132065616,0.999896413,6.22737838,0.738581844,2.635934335,0.943246463
0.3,3,0.7,400,3,0.565530897,0.998130714,5.808403554,0.781167129,2.638735821,0.943125763
0.4,7,0.8,300,5,0.086937228,0.999942333,6.232206276,0.738265642,2.639724749,0.943083125
0.2,7,0.6,200,3,0.310920757,0.999453168,5.986082021,0.756175684,2.640113793,0.943066347
0.1,5,0.6,400,3,0.701459331,0.997217256,5.849599222,0.772059231,2.640463266,0.943051273
0.3,8,0.7,400,10,0.142266434,0.999881922,6.141673056,0.7434115,2.641098735,0.943023859
0.4,7,0.8,400,5,0.079636373,0.99994481,6.233558571,0.738191042,2.641622966,0.943001238
0.2,8,0.7,100,3,0.774803793,0.996591618,6.140977064,0.744485613,2.642648405,0.942956978
0.2,8,0.8,400,5,0.107575913,0.99992636,6.035558757,0.747929324,2.643892506,0.942903256
0.3,8,0.7,300,10,0.238208358,0.99967819,6.152577642,0.742912147,2.652140226,0.942546469
0.2,8,0.8,300,5,0.171960656,0.999830924,6.040638262,0.747758274,2.652895274,0.942513751
0.3,5,0.8,200,5,0.545403373,0.998303676,6.023630682,0.762255116,2.6565589,0.942354866
0.2,8,0.6,300,10,0.502973409,0.998524391,5.950017936,0.761909286,2.658711649,0.942261402
0.4,8,0.6,300,10,0.156642038,0.999858968,6.158787265,0.748497626,2.659024291,0.942247822
0.4,8,0.6,400,10,0.106703515,0.999928799,6.145418704,0.74940526,2.660324054,0.942191348
0.4,3,0.6,300,5,0.825344839,0.996100336,5.710053198,0.782387422,2.660924402,0.942165254
0.2,5,0.7,400,3,0.227304528,0.999707558,6.092983542,0.757054907,2.661797278,0.942127305
0.2,5,0.8,300,10,1.0828059,0.99336953,6.03276899,0.756553914,2.665103659,0.941983441
0.3,7,0.9,300,10,0.356863634,0.999266359,5.984403309,0.759327287,2.665485348,0.941966822
0.2,5,0.7,300,3,0.35435499,0.99928764,6.093384277,0.757189877,2.666591345,0.941918652
0.2,7,0.6,300,3,0.150248032,0.999868259,5.973589161,0.756848372,2.6688909,0.941818435
0.1,5,0.8,400,5,0.957346184,0.994807869,6.101486529,0.751113755,2.674286737,0.94158294
0.4,7,0.8,100,5,0.53251931,0.998388688,6.260140632,0.735897082,2.674381152,0.941578815
0.2,7,0.6,400,3,0.101690353,0.999932502,5.968409129,0.757148445,2.679788809,0.941342318
0.1,5,0.6,300,3,1.022690443,0.994072165,5.914976621,0.767611493,2.681157718,0.941282375
0.2,8,0.8,200,5,0.389404575,0.999144426,6.073568091,0.74557011,2.683687899,0.9411715
0.2,5,0.6,400,5,0.398553012,0.999095617,5.751539646,0.780701796,2.688907637,0.940942436
0.4,8,0.6,200,10,0.320276057,0.999408461,6.189138581,0.746790568,2.690870346,0.940856189
0.4,5,0.8,100,10,1.702764789,0.983468346,6.454376392,0.72395124,2.69233644,0.940791724
0.3,7,0.7,200,10,0.652894162,0.997588285,5.980652777,0.757854947,2.692541896,0.940782687
0.2,5,0.8,200,5,0.97220769,0.994648535,5.919614253,0.764750097,2.693684321,0.940732426
