iter	RMSE
537	4.769963637
538	4.768866271
539	4.767588918
540	4.766513528
541	4.76526224
542	4.76402624
543	4.762982641
544	4.761949905
545	4.760927917
546	4.759916566
547	4.758735619
548	4.757744532
549	4.756763764
550	4.755616485
551	4.754655371
552	4.753704269
553	4.75258969
554	4.751657649
555	4.750565863
556	4.749652502
557	4.748748666
558	4.747687995
559	4.746640426
560	4.745763308
561	4.744737176
562	4.743877639
563	4.743027077
564	4.742185394
565	4.74119669
566	4.740371879
567	4.739555684
568	4.738748014
569	4.737948778
570	4.737003834
571	4.73607066
572	4.735295044
573	4.734527535
574	4.733620925
575	4.732868802
576	4.731980779
577	4.731243733
578	4.730514397
579	4.729651645
580	4.728936928
581	4.728229691
582	4.727391481
583	4.726698419
584	4.725877406
585	4.725198235
586	4.724394067
587	4.723728507
588	4.72306992
589	4.722418231
590	4.72164323
591	4.7210046
592	4.720245509
593	4.719619676
594	4.719000403
595	4.718262875
596	4.71765601
597	4.716933627
598	4.716338918
599	4.715750448
600	4.715048575
601	4.714471891
602	4.713784437
603	4.713219302
604	4.712660098
605	4.711992151
606	4.711444144
607	4.710901892
608	4.710252886
609	4.709721489
610	4.709085822
611	4.708565061
612	4.708049771
613	4.70743212
614	4.706927142
615	4.706322186
616	4.705827312
617	4.705337639
618	4.704749818
619	4.70426994
620	4.703694204
621	4.703223924
622	4.702758589
623	4.702199148
624	4.701743118
625	4.701291885
626	4.700748266
627	4.700306053
628	4.699773613
629	4.699340238
630	4.698911423
631	4.698394031
632	4.697973784
633	4.697467034
634	4.697055181
635	4.696647665
636	4.696155224
637	4.695755845
638	4.695360673
639	4.694882128
640	4.694494844
641	4.694026143
642	4.693646587
643	4.693271031
644	4.692815545
645	4.692447481
646	4.692001366
647	4.691640642
648	4.691283722
649	4.690850173
650	4.690500368
651	4.690075738
652	4.689732905
653	4.689393688
654	4.689058048
655	4.68864855
656	4.688319597
657	4.687994113
658658	4.65704597
659	4.656986923
660	4.6569362
661	4.656886015
662	4.65682883
663	4.656779732
664	4.656723806
665	4.656675771
666	4.656621076
667	4.656574081
668	4.656527583
669	4.656474611
670	4.656429119
671	4.656377312
672	4.656332805
673	4.656282137
674	4.656238591
675	4.656195508
676	4.65615288
677	4.65610428
678	4.656062574
679	4.656015042
680	4.655974237
681	4.655927749
682	4.655887825
683	4.655848323
684	4.65580924
685	4.655764646
686	4.655726407
687	4.655688572
688	4.655645377
689	4.655608359
690	4.655566112
691	4.655529892
692	4.655488572
693	4.655453132
694	4.655418068
695	4.655378042
696	4.655343734
697	4.655304586
698	4.655265925
699	4.655232726
700	4.655199879
70701	4.675969688
702	4.675695528
703	4.675493616
704	4.675293833
705	4.675096156
706	4.674900563
707	4.674707031
708	4.674515539
709	4.674326065
710	4.674068511
711	4.673882792
712	4.673699031
713	4.673517207
714	4.673337299
715	4.673159286
716	4.672913825
717	4.672739339
718	4.672566693
719	4.672395865
720	4.672226839
721	4.672059593
722	4.67189411
723	4.67173037
724	4.671499418
725	4.67133892
726	4.671180113
727	4.67102298
728	4.670867503
729	4.670713664
730	4.670561447
731	4.670410832
732	4.670193323
733	4.670045689
734	4.669836238
735	4.669691594
736	4.669548475
737	4.669406863
738	4.669266744
739	4.669128101
740	4.668990919
741	4.668792523
742	4.668658116
743	4.668459525
744	4.668327776
745	4.668197415
746	4.668068428
747	4.6679408
748	4.667814516
749	4.667689564
750	4.667505195
751	4.667382767
752	4.667261628
753	4.667141765
754	4.66695905
755	4.666841557
756	4.666725302
757	4.666610271
758	4.666496453
759	4.666324989
760	4.666213468
761	4.666103121
762	4.665993937
763	4.665885903
764	4.665779007
765	4.665610657
766	4.665505872
767	4.665402192
768	4.665299605
769	4.665198098
770	4.665040496
771	4.664941034
772	4.66484262
773	4.664689112
774	4.664592679
775	4.664442229
776	4.664347737
777	4.664200282
778	4.66410769
779	4.66396317
780	4.66387244
781	4.663730795
782	4.663641888
783	4.663503062
784	4.66341594
785	4.663279875
786	4.663194502
787	4.663061142
788	4.662977482
789	4.662846772
790	4.662764791
791	4.662636678
792	4.66255634
793	4.662430772
794	4.662306941
795	4.662228968
796	4.662107596
797	4.662031184
798	4.661912221
799	4.661837338
800	4.661720735
801	4.66164735
802	4.66153306
803	4.661461141
804	4.661349118
805	4.661278636
806	4.661168833
807	4.661099758
808	4.660992131
809	4.660924435
810	4.66081894
811	4.660752594
812	4.660649188
813	4.660547213
814	4.660482806
815	4.66038285
816	4.660319725
817	4.660221747
818	4.660159879
819	4.660063839
820	4.660003201
821	4.65990906
822	4.659849628
823	4.659757349
824	4.659699097
825	4.659608641
826	4.659551546
827	4.659462878
828	4.659375436
829	4.659319998
830	4.659234283
831	4.659179944
832	4.659095922
833	4.659042659
834	4.658960295
835	4.658908086
836	4.658827347
837	4.658776171
838	4.658697024
839	4.658613245
840	4.65856355
841	4.658514379
842	4.658438315
843	4.658390115
844	4.658315551
845	4.658268303
846	4.658195208
847	4.658123123
848	4.658077236
849	4.658006571
850	4.657961588
851	4.657892314
852	4.657848217
853	4.657780306
854	4.657737077
855	4.657670502
856	4.657628122
857	4.657562857
858	4.65752131
859	4.657457329
860	4.657394231
861	4.657353873
862	4.657292015
863	4.657252448
864	4.657191806
865	4.657126467
866	4.657088038
867	4.657050015
868	4.656991729
869	4.656954449
870	4.6870	4.652871	4.871	4.6525872	4.872	4.6524873	4.873	4.6524874	4.874	4.652484943
875	4.652479395
876	4.652473906
877	4.652468475
878	4.652463414
879	4.652458091
880	4.652452824
881	4.652447612
882	4.652442455
883	4.65243765
884	4.652432595
885	4.652427594
886	4.652422645
887	4.652417749
888	4.652413185
889	4.652408386
890	4.652403637
891	4.652398939
892	4.652394289
893	4.652389689
894	4.652385399
895	4.652380889
896	4.652376428
897	4.652372013
898	4.652367644
899	4.65236357
900	4.652359289
901	4.652355052
902	4.65235086
903	4.652346712
904	4.652342842
905	4.652338777
906	4.652334754
907	4.652330773
908	4.652326834
909	4.652323159
910	4.652319298
911	4.652315478
912	4.652311698
913	4.652307958
914	4.652304467
915	4.652300801
916	4.652297173
917	4.652293584
918	4.652290032
919	4.652286716
920	4.652283235
921	4.65227979
922	4.652276382
923	4.652273009
924	4.652269859
925	4.652266553
926	4.652263282
927	4.652260045
928	4.652256842
929	4.65225385
930	4.65225071
931	4.652247604
932	4.65224453
933	4.652241489
934	4.652238646
935	4.652235664
936	4.652232714
937	4.652229795
938	4.652227067
939	4.652224205
940	4.652221374
941	4.652218573
942	4.652215801
943	4.652213208
944	4.652210491
945	4.652207802
946	4.652205142
947	4.652202509
948	4.652200046
949	4.652197465
950	4.652194911
951	4.652192385
952	4.652190021
953	4.652187544
954	4.652185093
955	4.652182668
956	4.652180268
957	4.652178021
958	4.652175669
959	4.652173341
960	4.652171038
961	4.652168759
962	4.652166624
963	4.65216439
964	4.652162179
965	4.652159992
966	4.652157942
967	4.652155798
968	4.652153676
969	4.652151576
970	4.652149609
971	4.65214755
972	4.652145514
973	4.652143499
974	4.652141505
975	4.652139634
976	4.652137679
977	4.652135745
978	4.652133831
979	4.652132035
980	4.652130159
981	4.652128302
982	4.652126465
983	4.652124647
984	4.65212294
985	4.652121158
986	4.652119394
987	4.652117649
988	4.65211601
989	4.6521143
990	4.652112607
991	4.652110932
992	4.652109358
993	4.652107716
994	4.652106091
995	4.652104483
996	4.652102972
997	4.652101396
998	4.652099836
999	4.652098292
7
