Dataset,n_features,Train_RMSE,Train_R2,CV_RMSE,CV_R2,Test_RMSE,Test_R2
1,7,0.11489450060232075,0.9999164577772216,4.057232089552242,,3.4379108420154,0.9334145200957574
1,6,2.591658716053777,0.957492734858173,4.689111069651738,,4.034361175645484,0.9083062221094449
1,5,3.7262920060601616,0.9121258145661222,6.09046119402985,,8.083444767091256,0.631885211153209
1,4,3.7262920060601616,0.9121258145661222,5.969505721393036,,8.1201171994746,0.6285375574531389
1,3,5.147509919431605,0.8323120223753063,6.283807048092866,,8.69530696346161,0.5740485006391349
1,2,7.828471255710947,0.612152081329058,8.297651077943613,,12.074310592303425,0.1786750774988375
1,1,10.233618260619341,0.3372252295268634,8.643036898839132,,13.990965446294835,-0.10277187917026964
2,7,0.11489450060232075,0.9999205280024078,3.9793716417910416,,4.6306157772132766,0.8829522415921713
2,6,2.0982835913790927,0.9734940109128577,4.835233706467659,,4.346387132824497,0.8968801151775626
2,5,2.0982835913790927,0.9734940109128577,4.673514676616915,,4.636374721840711,0.8826609236542524
2,4,4.083275225497809,0.8996232908236524,6.706023880597033,,5.3923760948158375,0.8412747732791055
2,3,8.287781769660421,0.58648405567661,8.324098381717803,,7.227847701043789,0.7148301596920236
2,2,8.77740606359451,0.5361815432476172,8.300056093160588,,8.630904592174383,0.5933711031194435
2,1,11.960980576497901,0.1387103742100093,9.62000540849759,,12.310584130491245,0.17273828209129993
3,7,8.753705389355387e-14,1.0,4.434106716417919,,5.042014415637834,0.9037442618804923
3,6,2.0843180727418282,0.970132669847883,4.919799850746268,,6.676733985408686,0.8312100403301939
3,5,3.965746526185234,0.8918769422545016,6.0813050248756495,,7.594834676665584,0.781598753928231
3,4,3.965746526185234,0.8918769422545016,6.023378059701518,,7.919030799580565,0.7625552745199216
3,3,7.884028887887191,0.5726685779853099,7.692600804311761,,10.263829678602502,0.601124523698621
3,2,8.511554132110405,0.5019348610367784,7.746627872542037,,10.166891524259883,0.6086234123813528
3,1,11.094784572387171,0.1537354238729154,8.709820284542195,,15.113344147364177,0.1351523568323656
4,7,0.11489450060232075,0.999912797379746,3.860729104477609,,6.43510398500241,0.8246486260575847
