Dataset,n_features,Train_RMSE,Train_R2,CV_RMSE,CV_R2,Test_RMSE,Test_R2
1,7,7.3401061456382015,0.659033098292338,7.414582248622478,,12.821882882561717,0.07382313983323907
1,6,7.294692551967127,0.6632392038297474,7.357346300253077,,11.700701656606249,0.22871634703993726
1,5,7.050795178976229,0.6853818736219015,6.886532236260334,,12.228331704599341,0.15758762753538347
1,4,8.395639890338314,0.5539175397406837,7.436602639775039,,14.9078803329506,-0.2520512638168384
1,3,10.415498107389023,0.31345717724907673,8.746590221240789,,14.194202239771105,-0.13504294225140456
1,2,10.344187350313254,0.3228259641077611,8.429998333297672,,14.236747797758374,-0.1418574723011583
1,1,11.009371345348194,0.23293426345608692,9.242240260414917,,14.442214078865396,-0.17505412554248867
2,7,8.537193941113989,0.5612208920284845,8.600978944732555,,11.378197150390879,0.2933041911643821
2,6,10.00778991399965,0.3970351357158317,9.683575987092564,,13.993009852105637,-0.06882815743236015
2,5,8.9904754763917,0.5133900696862153,7.955824898507037,,12.58393208887197,0.13559287416453725
2,4,9.450671848126115,0.46229879082442005,8.392309193230952,,9.55981770277676,0.5011329405582676
2,3,11.45719156079697,0.20973637046129223,9.990631993485351,,11.52930926573045,0.27440850319988874
2,2,11.546576494337291,0.1973575590244976,10.225844726268365,,11.999663004614701,0.21399790098060023
2,1,11.702701114185494,0.17550529178326313,10.139140562131551,,11.673300945148059,0.2561712323575508
3,7,7.598810675374208,0.6030281945024033,7.68112008037952,,12.305851392083458,0.42662098410318006
3,6,7.401353350776272,0.6233910027024937,7.5805214833445955,,12.469507565233823,0.4112687773796455
3,5,9.722215574993598,0.3501712712334726,9.538008490921897,,10.883886511461155,0.5514751889623597
3,4,9.330986413620487,0.4014181718270563,8.632650649618851,,9.977281505115387,0.6230854400419662
3,3,11.125835175403939,0.14899197066831082,9.774151071430351,,13.560055479702152,0.3037881749781307
3,2,10.960241222629342,0.1741358021492494,9.390768284764695,,13.012405405659482,0.35888840219604656
3,1,10.958717736076522,0.17436537840202793,9.2934186756624,,13.683200790793634,0.29108549495397107
4,7,7.727132171439818,0.6055720041326395,7.703350888922575,,8.682058361855512,0.680814292164428
4,6,7.7085992016941765,0.6074617494589811,7.85124158567757,,8.602140852236579,0.6866633947743003
4,5,7.167107091910674,0.6606726708345323,7.084842299969332,,8.25320842795915,0.7115678541904916
4,4,8.949735554585136,0.4708833142549337,8.190824840069912,,9.930983708940566,0.5823787645002615
4,3,10.861177318999724,0.2207355589163238,9.604036827192116,,13.030617899979104,0.2810013829597072
4,2,10.759916334385748,0.23519830811542786,9.302263366912442,,12.628174580267698,0.3247273045907151
4,1,11.333023679583649,0.15155705338930336,9.970438533765055,,13.059316482963702,0.277830855817752
5,7,7.814462297682107,0.6488484193045064,7.968690179400248,,10.35186169376106,0.1828142956752462
5,6,7.750382329267316,0.6545838165860401,8.060803428081428,,10.457320506116444,0.1660794493907103
5,5,7.228112990550342,0.6995679279360817,7.18971342007244,,9.685972027678346,0.2845648730325899
5,4,8.95448652098719,0.5389183894533311,8.309507195383114,,12.068250069070801,-0.11063777363348781
5,3,11.122899976131176,0.2885694821382475,9.674265265961495,,12.829880275358171,-0.2552465777757147
5,2,11.020622777469393,0.3015928097130224,9.403384030064545,,13.09657847034338,-0.30797528410197716
5,1,11.544268706025274,0.23364626009158462,10.041275472305166,,13.616731240116025,-0.41393540700964837
6,7,8.070742803466842,0.6350484413755559,8.098615795014808,,8.177565576752144,0.4537746794395976
6,6,7.618421050553741,0.6748092749420569,7.393798946359435,,6.860024537779999,0.6156073316906496
6,5,7.326042969973208,0.6992905121621693,7.106021391885897,,7.802509356270575,0.5027298921120836
6,4,9.147901937019869,0.5311313358210814,8.225490821314741,,8.998843329808784,0.33854982013295354
6,3,11.511228770684301,0.2575767263663403,10.077618814760887,,11.053453459264844,0.0020248409439781456
6,2,11.47913129566891,0.26171124401635615,9.856058931686723,,10.329454065195183,0.1284777188454137
6,1,11.93637940122452,0.20172333048828583,10.408833215227286,,10.994757493134577,0.012595580390697858
7,7,8.881172885185567,0.5576720775078459,9.021322800380721,,23.224905670998865,-3.542390234172194
7,6,8.842331244235774,0.5615326424904095,8.971932874431818,,24.945724541869847,-4.24045225813904
7,5,7.524122543063569,0.6825206903590495,7.571104796524325,,11.37798514994953,-0.09020268972180201
7,4,9.375930844326009,0.5070163707134552,8.751569294453043,,11.678730980607648,-0.1485974112730002
7,3,11.134811583602682,0.30470444640521666,10.076473740663339,,15.608712526450295,-1.0516850225869012
7,2,10.983839208537368,0.32343108488007366,9.734614070561623,,15.646664820890871,-1.061674420366856
7,1,11.29398775007525,0.2846833538427558,10.046310637082044,,17.38180282680826,-1.5442873708254168
8,7,7.7955548314467755,0.6522010373732371,7.91365913375579,,9.26944345173894,0.4193013048282155
8,6,7.875301125265748,0.6450488736363749,8.116075328725794,,7.925910492979649,0.5754372784824282
8,5,9.795008782021334,0.4509095623642799,9.578737749766264,,10.320618201903049,0.2801285401695359
8,4,9.331030891442582,0.5016970301137096,8.55728511179999,,9.165577298760727,0.4322421073125441
8,3,11.86629558817776,0.194130821607015,10.509443385730423,,9.9992968140346,0.3242556062261881
8,2,11.73416489763321,0.2119775413099929,10.026097136224172,,10.034390359672928,0.3195040959998484
8,1,12.041623553015306,0.1701409904622463,10.472091127506832,,11.026962048442053,0.17822052282291612
9,7,7.336349491769298,0.6986827379351721,7.468226534166813,,13.044906173443033,-0.5726938238858466
9,6,7.0802667117447715,0.719351178047583,6.948660365550339,,13.024261870369026,-0.5677200085214065
9,5,6.8212696707826455,0.7395079782494254,6.741753722767339,,14.064521222811413,-0.8281514330483937
9,4,9.161354617796867,0.5301238773657349,8.403055740860538,,9.938257448770973,0.08718504322018217
9,3,11.491371273303796,0.2607221385213496,10.024456842068108,,11.337009685218652,-0.18784369573544546
9,2,11.40229708425711,0.27213859308175226,9.664667707809633,,11.131424092410713,-0.14515354009695391
9,1,12.027446491521216,0.19013831081650834,10.556970955709343,,11.37326904907374,-0.1954540505779072
10,7,8.01323566369884,0.6383042284570136,8.040530306145476,,6.172407407554928,0.7154526348548809
10,6,7.94184094430657,0.6447206455330786,8.105004330525754,,6.890331651985673,0.6454106778165971
10,5,9.899161798362677,0.4480185962999106,9.601252437828752,,8.966057296959248,0.3995893036338828
10,4,9.309544959658727,0.5118149130542198,8.40314115830685,,7.9545665547320565,0.5274166237935143
10,3,11.58949788327973,0.24341654106521604,10.021933383707477,,10.467113950956081,0.18172495768594488
10,2,11.557566068590424,0.24757993123964683,9.809931259536938,,10.329353698032103,0.20312225430899578
