learning_rate,max_depth,subsample,n_estimators,reg_lambda,colsample_bytree,LOO-train-RMSE,LOO-train-R2,LOO-val-RMSE,LOO-val-R2,test-RMSE,test-R2,
0.1,7,0.6,200,10,0.8,0.979180276,0.8963385,1.798721409,,0.22729198,0.964729653,
0.1,8,0.6,200,10,0.8,0.979180276,0.8963385,1.798721409,,0.22729198,0.964729653,
0.1,3,0.7,200,10,1,0.795695953,0.931551414,1.829291299,,0.227399607,0.964696242,
0.1,5,0.6,200,10,0.8,0.97877322,0.89642684,1.791225112,,0.227412124,0.964692356,
0.1,3,0.6,100,3,0.6,0.875952982,0.916726242,1.789246282,,0.22744343,0.964682634,
0.1,3,0.7,200,10,0.8,0.87460376,0.91729788,1.852507235,,0.227559135,0.964646691,
0.1,6,0.7,200,10,0.8,0.847747909,0.922298968,1.898051874,,0.227653232,0.964617448,
0.1,5,0.7,200,3,0.8,0.231458365,0.99415348,2.273488181,,0.227753274,0.964586344,
0.3,5,0.7,100,10,1,0.446924034,0.978313455,2.128263945,,0.227838794,0.964559743,
0.1,3,0.8,200,10,0.8,0.723730491,0.943392203,2.007382989,,0.227891253,0.964543421,
0.1,7,0.7,200,10,0.8,0.847740449,0.92230012,1.898072244,,0.227917145,0.964535364,
0.1,8,0.7,200,10,0.8,0.847740449,0.92230012,1.898072244,,0.227917145,0.964535364,
0.2,4,0.7,200,5,1,0.080745468,0.999283526,2.35229128,,0.227926447,0.964532469,
0.1,4,0.7,400,10,0.8,0.392771001,0.983295735,2.184371198,,0.228008968,0.964506782,
0.1,5,0.6,100,1,0.6,0.36320012,0.985432729,2.134472563,,0.228435693,0.964373805,
0.1,3,0.8,300,10,0.6,0.644283857,0.954978525,1.986476928,,0.228436926,0.96437342,
0.4,5,0.7,100,10,1,0.281274005,0.991396907,2.226464802,,0.228462522,0.964365436,
0.1,3,0.7,200,3,1,0.220095013,0.994712511,2.219074326,,0.228482148,0.964359314,
0.1,5,0.7,300,5,0.6,0.383165561,0.983939692,2.090807194,,0.228605563,0.9643208,
0.1,8,0.6,200,5,0.8,0.593224172,0.961772237,1.948228657,,0.228695358,0.964292766,
0.1,7,0.6,200,5,0.8,0.593204931,0.961774786,1.948203861,,0.228701702,0.964290785,
0.1,3,0.7,300,5,1,0.213999469,0.995006861,2.172783667,,0.228745042,0.964277249,
0.1,4,0.8,200,5,0.6,0.44432645,0.978515314,2.172769695,,0.228786594,0.96426427,
0.1,5,0.7,300,10,1,0.489978017,0.974051346,2.051636347,,0.228864566,0.964239908,
0.1,7,0.7,200,3,0.8,0.230324981,0.994207923,2.270163195,,0.228951494,0.964212738,
0.1,4,0.6,300,10,0.8,0.750245101,0.9390532,1.904457212,,0.229023264,0.964190297,
0.2,5,0.8,200,10,0.6,0.389685253,0.983396985,2.174839094,,0.229115552,0.964161432,
0.4,5,0.6,100,10,0.8,0.563635365,0.965140095,2.190922015,,0.229125969,0.964158173,
0.1,5,0.6,200,5,1,0.490444972,0.973941935,1.968891158,,0.229215393,0.96413019,
0.1,8,0.7,200,3,0.8,0.230286017,0.994210378,2.271563293,,0.229356984,0.964085861,
0.4,3,0.6,100,10,0.6,0.658889478,0.952544854,1.972978337,,0.229379547,0.964078795,
0.1,7,0.6,200,5,1,0.489519055,0.974038903,1.974235594,,0.229391943,0.964074912,
0.1,8,0.6,200,5,1,0.489401125,0.974052634,1.974150776,,0.229391943,0.964074912,
0.2,5,0.7,200,5,0.8,0.133375173,0.99804208,2.289076636,,0.229554933,0.964023843,
0.3,3,0.8,200,10,1,0.095772751,0.998991974,2.397052327,,0.229687579,0.963982254,
0.3,3,0.8,100,10,0.8,0.433134759,0.979635483,2.257226923,,0.229744668,0.963964347,
0.1,7,0.6,100,1,0.6,0.363508036,0.985409301,2.13883557,,0.229941116,0.963902694,
0.1,8,0.6,100,1,0.6,0.363508036,0.985409301,2.13883557,,0.229941116,0.963902694,
0.1,6,0.6,100,1,0.6,0.363952669,0.985384184,2.139604411,,0.229952375,0.963899159,
0.1,6,0.7,200,3,0.8,0.230314359,0.994209187,2.271967875,,0.230080257,0.963858995,
0.3,6,0.7,100,10,1,0.447058338,0.978292353,2.123562852,,0.23017606,0.963828891,
0.1,4,0.8,300,10,0.8,0.428378016,0.980144217,2.237211281,,0.230190854,0.963824242,
0.3,7,0.7,100,10,1,0.447175831,0.978282884,2.124065423,,0.230365996,0.963769172,
0.3,8,0.7,100,10,1,0.447194538,0.978281326,2.125347743,,0.230365996,0.963769172,
0.1,7,0.7,200,5,1,0.353652728,0.986453046,2.129472235,,0.230396806,0.96375948,
0.1,3,0.8,200,3,1,0.145153893,0.997681614,2.284232477,,0.230441922,0.963745285,
0.1,8,0.7,200,5,1,0.353798756,0.986441744,2.128551448,,0.230446736,0.963743771,
0.1,5,0.7,400,10,0.8,0.387682848,0.983722867,2.164297262,,0.230460472,0.963739448,
0.2,4,0.7,100,3,1,0.150120313,0.997536127,2.342899399,,0.230558325,0.963708649,
0.1,4,0.6,200,3,0.6,0.491400718,0.973471425,2.008011104,,0.230655896,0.963677926,
0.1,5,0.7,200,10,0.8,0.847703577,0.922303771,1.893334673,,0.230669456,0.963673656,
0.2,3,0.8,200,5,1,0.061967404,0.999574129,2.480200605,,0.230711373,0.963660452,
0.1,6,0.7,400,10,1,0.294631284,0.990614058,2.173001798,,0.231078506,0.963544705,
0.2,5,0.7,200,10,1,0.313495512,0.989348238,2.132080952,,0.231332661,0.963464469,
0.4,5,0.7,100,10,0.8,0.3646217,0.98552733,2.221425699,,0.231380668,0.963449304,
0.4,6,0.6,100,10,0.8,0.563142576,0.965188668,2.180914813,,0.231475702,0.963419273,
0.4,7,0.6,100,10,0.8,0.563128016,0.965190596,2.180864752,,0.231475702,0.963419273,
0.4,8,0.6,100,10,0.8,0.563128016,0.965190596,2.180864752,,0.231475702,0.963419273,
0.1,7,0.7,400,10,0.8,0.387317425,0.983753574,2.16022695,,0.231500396,0.963411468,
0.1,8,0.7,400,10,0.8,0.387317241,0.983753588,2.160227606,,0.231500396,0.963411468,
0.1,4,0.7,300,5,0.6,0.39076204,0.983295628,2.098920749,,0.231512666,0.963407589,
0.1,3,0.8,200,10,0.6,0.854588109,0.921029373,1.920606515,,0.231530228,0.963402037,
0.3,3,0.7,200,10,1,0.159591328,0.997215931,2.247066105,,0.231536808,0.963399957,
0.2,3,0.8,100,5,0.8,0.351735348,0.986514539,2.294288153,,0.231546105,0.963397018,
0.1,6,0.7,200,5,1,0.353684192,0.986450418,2.131769204,,0.231609824,0.963376869,
0.2,5,0.7,300,10,1,0.133230942,0.998075609,2.22180278,,0.231644109,0.963366026,
0.1,6,0.6,200,5,1,0.489715787,0.974018324,1.974800437,,0.231691372,0.963351075,
0.4,3,0.7,100,10,1,0.315924706,0.989154677,2.214404235,,0.231731838,0.963338272,
0.1,3,0.8,400,10,1,0.23194736,0.994145416,2.271666705,,0.231804199,0.963315373,
