PI-content,CF-content,Sizing agent-content,GP-content,TS_pred,TC_pred,Pareto_optimal
0.78,0.15,0.055,0.07,64.367325,9.45638,FALSE
0.78,0.2,0,0.02,59.694023,6.1860523,FALSE
0.78,0.2,0.005,0.02,59.694023,6.1860523,FALSE
0.78,0.2,0.01,0.02,67.95629,7.478751,FALSE
0.78,0.2,0.015,0.02,67.95629,7.478751,FALSE
0.78,0.2,0.02,0.02,71.66067,10.010398,FALSE
0.78,0.2,0.025,0.02,71.66067,10.010398,FALSE
0.78,0.2,0.03,0.02,67.34489,10.4626665,FALSE
0.78,0.2,0.035,0.02,67.34489,10.4626665,FALSE
0.78,0.2,0.04,0.02,66.20185,9.083206,FALSE
0.78,0.2,0.045,0.02,66.20185,9.083206,FALSE
0.78,0.2,0.05,0.02,65.99809,9.332509,FALSE
0.78,0.2,0.055,0.02,65.99809,9.332509,FALSE
0.8,0,0,0.2,50.288776,4.4859023,FALSE
0.8,0,0.005,0.2,50.288776,4.4859023,FALSE
0.8,0,0.01,0.2,60.326702,5.7739315,FALSE
0.8,0,0.015,0.2,60.326702,5.7739315,FALSE
0.8,0,0.02,0.2,62.498055,8.6565485,FALSE
0.8,0,0.025,0.2,62.498055,8.6565485,FALSE
0.8,0,0.03,0.2,59.76242,8.835273,FALSE
0.8,0,0.035,0.2,59.76242,8.835273,FALSE
0.8,0,0.04,0.2,57.34983,7.3074074,FALSE
0.8,0,0.045,0.2,57.34983,7.3074074,FALSE
0.8,0,0.05,0.2,55.240704,7.002427,FALSE
0.8,0,0.055,0.2,55.240704,7.002427,FALSE
0.8,0.05,0,0.15,42.85441,4.578475,FALSE
0.8,0.05,0.005,0.15,42.85441,4.578475,FALSE
0.8,0.05,0.01,0.15,55.216087,5.7445054,FALSE
0.8,0.05,0.015,0.15,55.216087,5.7445054,FALSE
0.8,0.05,0.02,0.15,57.700237,8.540474,FALSE
0.8,0.05,0.025,0.15,57.700237,8.540474,FALSE
0.8,0.05,0.03,0.15,55.001133,8.763674,FALSE
0.8,0.05,0.035,0.15,55.001133,8.763674,FALSE
0.8,0.05,0.04,0.15,51.687244,7.2604785,FALSE
0.8,0.05,0.045,0.15,51.687244,7.2604785,FALSE
0.8,0.05,0.05,0.15,48.89617,6.9940915,FALSE
0.8,0.05,0.055,0.15,48.89617,6.9940915,FALSE
0.8,0.06,0,0.14,42.85441,4.158948,FALSE
0.8,0.06,0.005,0.14,42.85441,4.158948,FALSE
0.8,0.06,0.01,0.14,55.216087,5.3620667,FALSE
0.8,0.06,0.015,0.14,55.216087,5.3620667,FALSE
0.8,0.06,0.02,0.14,57.700237,8.314676,FALSE
0.8,0.06,0.025,0.14,57.700237,8.314676,FALSE
0.8,0.06,0.03,0.14,55.001133,8.6908045,FALSE
0.8,0.06,0.035,0.14,55.001133,8.6908045,FALSE
0.8,0.06,0.04,0.14,51.687244,7.1876106,FALSE
0.8,0.06,0.045,0.14,51.687244,7.1876106,FALSE
0.8,0.06,0.05,0.14,48.89617,6.9212236,FALSE
0.8,0.06,0.055,0.14,48.89617,6.9212236,FALSE
0.8,0.0625,0,0.1375,42.85441,4.158948,FALSE
0.8,0.0625,0.005,0.1375,42.85441,4.158948,FALSE
0.8,0.0625,0.01,0.1375,55.216087,5.3620667,FALSE
0.8,0.0625,0.015,0.1375,55.216087,5.3620667,FALSE
0.8,0.0625,0.02,0.1375,57.700237,8.314676,FALSE
0.8,0.0625,0.025,0.1375,57.700237,8.314676,FALSE
0.8,0.0625,0.03,0.1375,55.001133,8.6908045,FALSE
0.8,0.0625,0.035,0.1375,55.001133,8.6908045,FALSE
0.8,0.0625,0.04,0.1375,51.687244,7.1876106,FALSE
0.8,0.0625,0.045,0.1375,51.687244,7.1876106,FALSE
0.8,0.0625,0.05,0.1375,48.89617,6.9212236,FALSE
0.8,0.0625,0.055,0.1375,48.89617,6.9212236,FALSE
0.8,0.07,0,0.13,45.867985,4.6320443,FALSE
0.8,0.07,0.005,0.13,45.867985,4.6320443,FALSE
0.8,0.07,0.01,0.13,59.01486,5.998318,FALSE
0.8,0.07,0.015,0.13,59.01486,5.998318,FALSE
0.8,0.07,0.02,0.13,62.142525,9.425995,FALSE
0.8,0.07,0.025,0.13,62.142525,9.425995,FALSE
0.8,0.07,0.03,0.13,58.948368,9.632442,FALSE
0.8,0.07,0.035,0.13,58.948368,9.632442,FALSE
0.8,0.07,0.04,0.13,55.045383,7.8348546,FALSE
0.8,0.07,0.045,0.13,55.045383,7.8348546,FALSE
0.8,0.07,0.05,0.13,51.6417,7.5566096,FALSE
0.8,0.07,0.055,0.13,51.6417,7.5566096,FALSE
0.8,0.075,0,0.125,56.42283,5.2049456,FALSE
0.8,0.075,0.005,0.125,56.42283,5.2049456,FALSE
0.8,0.075,0.01,0.125,66.67559,6.5443125,FALSE
0.8,0.075,0.015,0.125,66.67559,6.5443125,FALSE
0.8,0.075,0.02,0.125,70.70959,9.9719925,FALSE
0.8,0.075,0.025,0.125,70.70959,9.9719925,FALSE
0.8,0.075,0.03,0.125,67.179405,10.178438,FALSE
0.8,0.075,0.035,0.125,67.179405,10.178438,FALSE
0.8,0.075,0.04,0.125,61.887108,8.380845,FALSE
0.8,0.075,0.045,0.125,61.887108,8.380845,FALSE
0.8,0.075,0.05,0.125,57.278404,8.102597,FALSE
0.8,0.075,0.055,0.125,57.278404,8.102597,FALSE
0.8,0.08,0,0.12,58.61126,5.1990976,FALSE
0.8,0.08,0.005,0.12,58.61126,5.1990976,FALSE
0.8,0.08,0.01,0.12,67.07978,6.199836,FALSE
0.8,0.08,0.015,0.12,67.07978,6.199836,FALSE
0.8,0.08,0.02,0.12,71.150986,9.377787,FALSE
0.8,0.08,0.025,0.12,71.150986,9.377787,FALSE
0.8,0.08,0.03,0.12,67.59935,8.497768,FALSE
0.8,0.08,0.035,0.12,67.59935,8.497768,FALSE
0.8,0.08,0.04,0.12,62.256374,6.338197,FALSE
0.8,0.08,0.045,0.12,62.256374,6.338197,FALSE
0.8,0.08,0.05,0.12,57.562786,6.027667,FALSE
0.8,0.08,0.055,0.12,57.562786,6.027667,FALSE
0.8,0.0875,0,0.1125,58.61126,5.1990976,FALSE
0.8,0.0875,0.005,0.1125,58.61126,5.1990976,FALSE
0.8,0.0875,0.01,0.1125,67.07978,6.199836,FALSE
0.8,0.0875,0.015,0.1125,67.07978,6.199836,FALSE
0.8,0.0875,0.02,0.1125,71.150986,9.377787,FALSE
0.8,0.0875,0.025,0.1125,71.150986,9.377787,FALSE
0.8,0.0875,0.03,0.1125,67.59935,8.497768,FALSE
0.8,0.0875,0.035,0.1125,67.59935,8.497768,FALSE
0.8,0.0875,0.04,0.1125,62.256374,6.338197,FALSE
0.8,0.0875,0.045,0.1125,62.256374,6.338197,FALSE
0.8,0.0875,0.05,0.1125,57.562786,6.027667,FALSE
0.8,0.0875,0.055,0.1125,57.562786,6.027667,FALSE
0.8,0.09,0,0.11,58.61126,5.1990976,FALSE
0.8,0.09,0.005,0.11,58.61126,5.1990976,FALSE
0.8,0.09,0.01,0.11,67.07978,6.199836,FALSE
0.8,0.09,0.015,0.11,67.07978,6.199836,FALSE
0.8,0.09,0.02,0.11,71.150986,9.377787,FALSE
0.8,0.09,0.025,0.11,71.150986,9.377787,FALSE
0.8,0.09,0.03,0.11,67.59935,8.497768,FALSE
0.8,0.09,0.035,0.11,67.59935,8.497768,FALSE
0.8,0.09,0.04,0.11,62.256374,6.338197,FALSE
0.8,0.09,0.045,0.11,62.256374,6.338197,FALSE
0.8,0.09,0.05,0.11,57.562786,6.027667,FALSE
0.8,0.09,0.055,0.11,57.562786,6.027667,FALSE
0.8,0.1,0,0.1,57.642292,5.3965254,FALSE
0.8,0.1,0.005,0.1,57.642292,5.3965254,FALSE
0.8,0.1,0.01,0.1,66.51132,6.4101105,FALSE
0.8,0.1,0.015,0.1,66.51132,6.4101105,FALSE
0.8,0.1,0.02,0.1,70.65174,10.345925,FALSE
0.8,0.1,0.025,0.1,70.65174,10.345925,FALSE
0.8,0.1,0.03,0.1,65.864784,9.316991,FALSE
0.8,0.1,0.035,0.1,65.864784,9.316991,FALSE
0.8,0.1,0.04,0.1,61.663555,7.0023594,FALSE
0.8,0.1,0.045,0.1,61.663555,7.0023594,FALSE
0.8,0.1,0.05,0.1,56.955914,6.6830497,FALSE
0.8,0.1,0.055,0.1,56.955914,6.6830497,FALSE
0.8,0.11,0,0.09,57.353466,5.065737,FALSE
0.8,0.11,0.005,0.09,57.353466,5.065737,FALSE
0.8,0.11,0.01,0.09,66.59569,5.525369,FALSE
0.8,0.11,0.015,0.09,66.59569,5.525369,FALSE
0.8,0.11,0.02,0.09,70.697876,8.725767,FALSE
0.8,0.11,0.025,0.09,70.697876,8.725767,FALSE
0.8,0.11,0.03,0.09,65.985344,8.600021,FALSE
0.8,0.11,0.035,0.09,65.985344,8.600021,FALSE
0.8,0.11,0.04,0.09,61.779007,6.2946124,FALSE
0.8,0.11,0.045,0.09,61.779007,6.2946124,FALSE
0.8,0.11,0.05,0.09,57.131912,5.968486,FALSE
0.8,0.11,0.055,0.09,57.131912,5.968486,FALSE
0.8,0.1125,0,0.0875,57.353466,5.065737,FALSE
0.8,0.1125,0.005,0.0875,57.353466,5.065737,FALSE
0.8,0.1125,0.01,0.0875,66.59569,5.525369,FALSE
0.8,0.1125,0.015,0.0875,66.59569,5.525369,FALSE
0.8,0.1125,0.02,0.0875,70.697876,8.725767,FALSE
0.8,0.1125,0.025,0.0875,70.697876,8.725767,FALSE
0.8,0.1125,0.03,0.0875,65.985344,8.600021,FALSE
0.8,0.1125,0.035,0.0875,65.985344,8.600021,FALSE
0.8,0.1125,0.04,0.0875,61.779007,6.2946124,FALSE
0.8,0.1125,0.045,0.0875,61.779007,6.2946124,FALSE
0.8,0.1125,0.05,0.0875,57.131912,5.968486,FALSE
0.8,0.1125,0.055,0.0875,57.131912,5.968486,FALSE
0.8,0.12,0,0.08,57.353466,5.065737,FALSE
0.8,0.12,0.005,0.08,57.353466,5.065737,FALSE
0.8,0.12,0.01,0.08,66.59569,5.525369,FALSE
0.8,0.12,0.015,0.08,66.59569,5.525369,FALSE
0.8,0.12,0.02,0.08,70.697876,8.725767,FALSE
0.8,0.12,0.025,0.08,70.697876,8.725767,FALSE
0.8,0.12,0.03,0.08,65.985344,8.600021,FALSE
0.8,0.12,0.035,0.08,65.985344,8.600021,FALSE
0.8,0.12,0.04,0.08,61.779007,6.2946124,FALSE
0.8,0.12,0.045,0.08,61.779007,6.2946124,FALSE
0.8,0.12,0.05,0.08,57.131912,5.968486,FALSE
0.8,0.12,0.055,0.08,57.131912,5.968486,FALSE
0.8,0.125,0,0.075,56.85723,4.5908093,FALSE
0.8,0.125,0.005,0.075,56.85723,4.5908093,FALSE
0.8,0.125,0.01,0.075,66.347046,5.2179723,FALSE
0.8,0.125,0.015,0.075,66.347046,5.2179723,FALSE
0.8,0.125,0.02,0.075,70.54768,8.394618,FALSE
0.8,0.125,0.025,0.075,70.54768,8.394618,FALSE
0.8,0.125,0.03,0.075,65.87777,8.675823,FALSE
0.8,0.125,0.035,0.075,65.87777,8.675823,FALSE
0.8,0.125,0.04,0.075,62.363083,6.7702045,FALSE
0.8,0.125,0.045,0.075,62.363083,6.7702045,FALSE
0.8,0.125,0.05,0.075,59.222828,6.7971373,FALSE
0.8,0.125,0.055,0.075,59.222828,6.7971373,FALSE
0.8,0.13,0,0.07,56.823593,3.7506042,FALSE
0.8,0.13,0.005,0.07,56.823593,3.7506042,FALSE
0.8,0.13,0.01,0.07,66.347046,4.442429,FALSE
0.8,0.13,0.015,0.07,66.347046,4.442429,FALSE
0.8,0.13,0.02,0.07,70.54768,7.461243,FALSE
0.8,0.13,0.025,0.07,70.54768,7.461243,FALSE
0.8,0.13,0.03,0.07,65.87777,7.934641,FALSE
0.8,0.13,0.035,0.07,65.87777,7.934641,FALSE
0.8,0.13,0.04,0.07,62.363083,6.136609,FALSE
0.8,0.13,0.045,0.07,62.363083,6.136609,FALSE
0.8,0.13,0.05,0.07,59.222828,6.163542,FALSE
0.8,0.13,0.055,0.07,59.222828,6.163542,FALSE
0.8,0.1375,0,0.0625,58.635532,3.8182733,FALSE
0.8,0.1375,0.005,0.0625,58.635532,3.8182733,FALSE
0.8,0.1375,0.01,0.0625,67.06077,4.446504,FALSE
0.8,0.1375,0.015,0.0625,67.06077,4.446504,FALSE
0.8,0.1375,0.02,0.0625,70.717476,7.2948165,FALSE
0.8,0.1375,0.025,0.0625,70.717476,7.2948165,FALSE
0.8,0.1375,0.03,0.0625,66.04756,7.818166,FALSE
0.8,0.1375,0.035,0.0625,66.04756,7.818166,FALSE
0.8,0.1375,0.04,0.0625,63.231544,5.964013,FALSE
0.8,0.1375,0.045,0.0625,63.231544,5.964013,FALSE
0.8,0.1375,0.05,0.0625,60.14725,5.990946,FALSE
0.8,0.1375,0.055,0.0625,60.14725,5.990946,FALSE
0.8,0.14,0,0.06,58.635532,3.8182733,FALSE
0.8,0.14,0.005,0.06,58.635532,3.8182733,FALSE
0.8,0.14,0.01,0.06,67.06077,4.446504,FALSE
0.8,0.14,0.015,0.06,67.06077,4.446504,FALSE
0.8,0.14,0.02,0.06,70.717476,7.2948165,FALSE
0.8,0.14,0.025,0.06,70.717476,7.2948165,FALSE
0.8,0.14,0.03,0.06,66.04756,7.818166,FALSE
0.8,0.14,0.035,0.06,66.04756,7.818166,FALSE
0.8,0.14,0.04,0.06,63.231544,5.964013,FALSE
0.8,0.14,0.045,0.06,63.231544,5.964013,FALSE
0.8,0.14,0.05,0.06,60.14725,5.990946,FALSE
0.8,0.14,0.055,0.06,60.14725,5.990946,FALSE
0.8,0.15,0,0.05,58.635532,3.8182733,FALSE
0.8,0.15,0.005,0.05,58.635532,3.8182733,FALSE
0.8,0.15,0.01,0.05,67.06077,4.446504,FALSE
0.8,0.15,0.015,0.05,67.06077,4.446504,FALSE
0.8,0.15,0.02,0.05,70.717476,7.2948165,FALSE
0.8,0.15,0.025,0.05,70.717476,7.2948165,FALSE
0.8,0.15,0.03,0.05,66.04756,7.818166,FALSE
0.8,0.15,0.035,0.05,66.04756,7.818166,FALSE
0.8,0.15,0.04,0.05,63.231544,5.964013,FALSE
0.8,0.15,0.045,0.05,63.231544,5.964013,FALSE
0.8,0.15,0.05,0.05,60.14725,5.990946,FALSE
0.8,0.15,0.055,0.05,60.14725,5.990946,FALSE
0.8,0.2,0,0,58.635532,3.899768,FALSE
0.8,0.2,0.005,0,58.635532,3.899768,FALSE
0.8,0.2,0.01,0,67.06077,4.522205,FALSE
0.8,0.2,0.015,0,67.06077,4.522205,FALSE
0.8,0.2,0.02,0,70.717476,7.386453,FALSE
0.8,0.2,0.025,0,70.717476,7.386453,FALSE
0.8,0.2,0.03,0,66.04756,7.8518505,FALSE
0.8,0.2,0.035,0,66.04756,7.8518505,FALSE
0.8,0.2,0.04,0,63.231544,5.964013,FALSE
0.8,0.2,0.045,0,63.231544,5.964013,FALSE
0.8,0.2,0.05,0,60.14725,5.990946,FALSE
0.8,0.2,0.055,0,60.14725,5.990946,FALSE
0.82,0.03,0,0.15,44.127396,4.643856,FALSE
0.82,0.03,0.005,0.15,44.127396,4.643856,FALSE
0.82,0.03,0.01,0.15,56.366104,5.8774934,FALSE
0.82,0.03,0.015,0.15,56.366104,5.8774934,FALSE
0.82,0.03,0.02,0.15,58.703396,8.694339,FALSE
0.82,0.03,0.025,0.15,58.703396,8.694339,FALSE
0.82,0.03,0.03,0.15,56.00433,8.873063,FALSE
0.82,0.03,0.035,0.15,56.00433,8.873063,FALSE
0.82,0.03,0.04,0.15,52.806927,7.345199,FALSE
0.82,0.03,0.045,0.15,52.806927,7.345199,FALSE
0.82,0.03,0.05,0.15,50.03858,7.040219,FALSE
0.82,0.03,0.055,0.15,50.03858,7.040219,FALSE
0.82,0.04,0,0.14,44.127396,4.224329,FALSE
0.82,0.04,0.005,0.14,44.127396,4.224329,FALSE
0.82,0.04,0.01,0.14,56.366104,5.4950547,FALSE
0.82,0.04,0.015,0.14,56.366104,5.4950547,FALSE
0.82,0.04,0.02,0.14,58.703396,8.46854,FALSE
0.82,0.04,0.025,0.14,58.703396,8.46854,FALSE
0.82,0.04,0.03,0.14,56.00433,8.800194,FALSE
0.82,0.04,0.035,0.14,56.00433,8.800194,FALSE
0.82,0.04,0.04,0.14,52.806927,7.272331,FALSE
0.82,0.04,0.045,0.14,52.806927,7.272331,FALSE
0.82,0.04,0.05,0.14,50.03858,6.967351,FALSE
0.82,0.04,0.055,0.14,50.03858,6.967351,FALSE
0.82,0.05,0,0.13,45.592327,4.3422084,FALSE
0.82,0.05,0.005,0.13,45.592327,4.3422084,FALSE
0.82,0.05,0.01,0.13,58.76747,5.545327,FALSE
0.82,0.05,0.015,0.13,58.76747,5.545327,FALSE
0.82,0.05,0.02,0.13,61.6178,8.631829,FALSE
0.82,0.05,0.025,0.13,61.6178,8.631829,FALSE
0.82,0.05,0.03,0.13,58.6685,9.007962,FALSE
0.82,0.05,0.035,0.13,58.6685,9.007962,FALSE
0.82,0.05,0.04,0.13,54.85609,7.504767,FALSE
0.82,0.05,0.045,0.13,54.85609,7.504767,FALSE
0.82,0.05,0.05,0.13,51.452415,7.23838,FALSE
0.82,0.05,0.055,0.13,51.452415,7.23838,FALSE
0.82,0.06,0,0.12,47.780746,4.409448,FALSE
0.82,0.06,0.005,0.12,47.780746,4.409448,FALSE
0.82,0.06,0.01,0.12,59.17167,5.273938,FALSE
0.82,0.06,0.015,0.12,59.17167,5.273938,FALSE
0.82,0.06,0.02,0.12,62.059216,8.110716,FALSE
0.82,0.06,0.025,0.12,62.059216,8.110716,FALSE
0.82,0.06,0.03,0.12,59.088448,7.4003835,FALSE
0.82,0.06,0.035,0.12,59.088448,7.4003835,FALSE
0.82,0.06,0.04,0.12,55.22535,5.535204,FALSE
0.82,0.06,0.045,0.12,55.22535,5.535204,FALSE
0.82,0.06,0.05,0.12,51.736794,5.236531,FALSE
0.82,0.06,0.055,0.12,51.736794,5.236531,FALSE
0.82,0.07,0,0.11,48.05641,4.699284,FALSE
0.82,0.07,0.005,0.11,48.05641,4.699284,FALSE
0.82,0.07,0.01,0.11,59.419064,5.726929,FALSE
0.82,0.07,0.015,0.11,59.419064,5.726929,FALSE
0.82,0.07,0.02,0.11,62.58393,8.904879,FALSE
0.82,0.07,0.025,0.11,62.58393,8.904879,FALSE
0.82,0.07,0.03,0.11,59.368313,8.024862,FALSE
0.82,0.07,0.035,0.11,59.368313,8.024862,FALSE
0.82,0.07,0.04,0.11,55.414642,5.8652906,FALSE
0.82,0.07,0.045,0.11,55.414642,5.8652906,FALSE
0.82,0.07,0.05,0.11,51.926083,5.5547605,FALSE
0.82,0.07,0.055,0.11,51.926083,5.5547605,FALSE
0.82,0.08,0,0.1,58.61126,5.1990976,FALSE
0.82,0.08,0.005,0.1,58.61126,5.1990976,FALSE
0.82,0.08,0.01,0.1,67.07978,6.199836,FALSE
0.82,0.08,0.015,0.1,67.07978,6.199836,FALSE
0.82,0.08,0.02,0.1,71.150986,9.377787,FALSE
0.82,0.08,0.025,0.1,71.150986,9.377787,FALSE
0.82,0.08,0.03,0.1,67.59935,8.497768,FALSE
0.82,0.08,0.035,0.1,67.59935,8.497768,FALSE
0.82,0.08,0.04,0.1,62.256374,6.338197,FALSE
0.82,0.08,0.045,0.1,62.256374,6.338197,FALSE
0.82,0.08,0.05,0.1,57.562786,6.027667,FALSE
0.82,0.08,0.055,0.1,57.562786,6.027667,FALSE
0.82,0.09,0,0.09,58.322433,4.648346,FALSE
0.82,0.09,0.005,0.09,58.322433,4.648346,FALSE
0.82,0.09,0.01,0.09,67.16415,5.095133,FALSE
0.82,0.09,0.015,0.09,67.16415,5.095133,FALSE
0.82,0.09,0.02,0.09,71.19712,7.5376654,FALSE
0.82,0.09,0.025,0.09,71.19712,7.5376654,FALSE
0.82,0.09,0.03,0.09,67.71992,7.5608387,FALSE
0.82,0.09,0.035,0.09,67.71992,7.5608387,FALSE
0.82,0.09,0.04,0.09,62.371826,5.410487,FALSE
0.82,0.09,0.045,0.09,62.371826,5.410487,FALSE
0.82,0.09,0.05,0.09,57.738785,5.093141,FALSE
0.82,0.09,0.055,0.09,57.738785,5.093141,FALSE
0.82,0.1,0,0.08,57.353466,5.065737,FALSE
0.82,0.1,0.005,0.08,57.353466,5.065737,FALSE
0.82,0.1,0.01,0.08,66.59569,5.525369,FALSE
0.82,0.1,0.015,0.08,66.59569,5.525369,FALSE
0.82,0.1,0.02,0.08,70.697876,8.725767,FALSE
0.82,0.1,0.025,0.08,70.697876,8.725767,FALSE
0.82,0.1,0.03,0.08,65.985344,8.600021,FALSE
0.82,0.1,0.035,0.08,65.985344,8.600021,FALSE
0.82,0.1,0.04,0.08,61.779007,6.2946124,FALSE
0.82,0.1,0.045,0.08,61.779007,6.2946124,FALSE
0.82,0.1,0.05,0.08,57.131912,5.968486,FALSE
0.82,0.1,0.055,0.08,57.131912,5.968486,FALSE
0.82,0.11,0,0.07,57.319828,4.2329783,FALSE
0.82,0.11,0.005,0.07,57.319828,4.2329783,FALSE
0.82,0.11,0.01,0.07,66.59569,4.757271,FALSE
0.82,0.11,0.015,0.07,66.59569,4.757271,FALSE
0.82,0.11,0.02,0.07,70.697876,7.799836,FALSE
0.82,0.11,0.025,0.07,70.697876,7.799836,FALSE
0.82,0.11,0.03,0.07,65.985344,7.8662834,FALSE
0.82,0.11,0.035,0.07,65.985344,7.8662834,FALSE
0.82,0.11,0.04,0.07,61.779007,5.668462,FALSE
0.82,0.11,0.045,0.07,61.779007,5.668462,FALSE
0.82,0.11,0.05,0.07,57.131912,5.342335,FALSE
0.82,0.11,0.055,0.07,57.131912,5.342335,FALSE
0.82,0.12,0,0.06,59.82406,4.144928,FALSE
0.82,0.12,0.005,0.06,59.82406,4.144928,FALSE
0.82,0.12,0.01,0.06,68.01571,4.666011,FALSE
0.82,0.12,0.015,0.06,68.01571,4.666011,FALSE
0.82,0.12,0.02,0.06,71.57397,7.5837708,FALSE
0.82,0.12,0.025,0.06,71.57397,7.5837708,FALSE
0.82,0.12,0.03,0.06,66.861435,7.7424135,FALSE
0.82,0.12,0.035,0.06,66.861435,7.7424135,FALSE
0.82,0.12,0.04,0.06,63.70412,5.544592,FALSE
0.82,0.12,0.045,0.06,63.70412,5.544592,FALSE
0.82,0.12,0.05,0.06,59.5656,5.2184653,FALSE
0.82,0.12,0.055,0.06,59.5656,5.2184653,FALSE
0.82,0.13,0,0.05,59.341843,3.6625533,FALSE
0.82,0.13,0.005,0.05,59.341843,3.6625533,FALSE
0.82,0.13,0.01,0.05,67.76707,4.35117,FALSE
0.82,0.13,0.015,0.05,67.76707,4.35117,FALSE
0.82,0.13,0.02,0.05,71.423775,7.2451777,FALSE
0.82,0.13,0.025,0.05,71.423775,7.2451777,FALSE
0.82,0.13,0.03,0.05,66.75386,7.81077,FALSE
0.82,0.13,0.035,0.05,66.75386,7.81077,FALSE
0.82,0.13,0.04,0.05,63.9379,6.012739,FALSE
0.82,0.13,0.045,0.05,63.9379,6.012739,FALSE
0.82,0.13,0.05,0.05,60.853565,6.039672,FALSE
0.82,0.13,0.055,0.05,60.853565,6.039672,FALSE
0.82,0.14,0,0.04,58.635532,3.909911,FALSE
0.82,0.14,0.005,0.04,58.635532,3.909911,FALSE
0.82,0.14,0.01,0.04,67.06077,4.53814,FALSE
0.82,0.14,0.015,0.04,67.06077,4.53814,FALSE
0.82,0.14,0.02,0.04,70.717476,7.386453,FALSE
0.82,0.14,0.025,0.04,70.717476,7.386453,FALSE
0.82,0.14,0.03,0.04,66.04756,7.8518505,FALSE
0.82,0.14,0.035,0.04,66.04756,7.8518505,FALSE
0.82,0.14,0.04,0.04,63.231544,5.964013,FALSE
0.82,0.14,0.045,0.04,63.231544,5.964013,FALSE
0.82,0.14,0.05,0.04,60.14725,5.990946,FALSE
0.82,0.14,0.055,0.04,60.14725,5.990946,FALSE
0.82,0.15,0,0.03,58.635532,3.909911,FALSE
0.82,0.15,0.005,0.03,58.635532,3.909911,FALSE
0.82,0.15,0.01,0.03,67.06077,4.53814,FALSE
0.82,0.15,0.015,0.03,67.06077,4.53814,FALSE
0.82,0.15,0.02,0.03,70.717476,7.386453,FALSE
0.82,0.15,0.025,0.03,70.717476,7.386453,FALSE
0.82,0.15,0.03,0.03,66.04756,7.8518505,FALSE
0.82,0.15,0.035,0.03,66.04756,7.8518505,FALSE
0.82,0.15,0.04,0.03,63.231544,5.964013,FALSE
0.82,0.15,0.045,0.03,63.231544,5.964013,FALSE
0.82,0.15,0.05,0.03,60.14725,5.990946,FALSE
0.82,0.15,0.055,0.03,60.14725,5.990946,FALSE
0.84,0.01,0,0.15,50.288776,4.4859023,FALSE
0.84,0.01,0.005,0.15,50.288776,4.4859023,FALSE
0.84,0.01,0.01,0.15,60.326702,5.7739315,FALSE
0.84,0.01,0.015,0.15,60.326702,5.7739315,FALSE
0.84,0.01,0.02,0.15,62.498055,8.6565485,FALSE
0.84,0.01,0.025,0.15,62.498055,8.6565485,FALSE
0.84,0.01,0.03,0.15,59.76242,8.835273,FALSE
0.84,0.01,0.035,0.15,59.76242,8.835273,FALSE
0.84,0.01,0.04,0.15,57.34983,7.3074074,FALSE
0.84,0.01,0.045,0.15,57.34983,7.3074074,FALSE
0.84,0.01,0.05,0.15,55.240704,7.002427,FALSE
0.84,0.01,0.055,0.15,55.240704,7.002427,FALSE
0.84,0.02,0,0.14,50.288776,4.0663753,FALSE
0.84,0.02,0.005,0.14,50.288776,4.0663753,FALSE
0.84,0.02,0.01,0.14,60.326702,5.391493,FALSE
0.84,0.02,0.015,0.14,60.326702,5.391493,FALSE
0.84,0.02,0.02,0.14,62.498055,8.43075,FALSE
0.84,0.02,0.025,0.14,62.498055,8.43075,FALSE
0.84,0.02,0.03,0.14,59.76242,8.7624035,FALSE
0.84,0.02,0.035,0.14,59.76242,8.7624035,FALSE
0.84,0.02,0.04,0.14,57.34983,7.2345395,FALSE
0.84,0.02,0.045,0.14,57.34983,7.2345395,FALSE
0.84,0.02,0.05,0.14,55.240704,6.929559,FALSE
0.84,0.02,0.055,0.14,55.240704,6.929559,FALSE
0.84,0.03,0,0.13,46.865314,4.4075894,FALSE
0.84,0.03,0.005,0.13,46.865314,4.4075894,FALSE
0.84,0.03,0.01,0.13,59.93007,5.678315,FALSE
0.84,0.03,0.015,0.13,59.93007,5.678315,FALSE
0.84,0.03,0.02,0.13,62.620983,8.785696,FALSE
0.84,0.03,0.025,0.13,62.620983,8.785696,FALSE
0.84,0.03,0.03,0.13,59.671688,9.1173525,FALSE
0.84,0.03,0.035,0.13,59.671688,9.1173525,FALSE
0.84,0.03,0.04,0.13,55.975765,7.5894876,FALSE
0.84,0.03,0.045,0.13,55.975765,7.5894876,FALSE
0.84,0.03,0.05,0.13,52.594826,7.2845073,FALSE
0.84,0.03,0.055,0.13,52.594826,7.2845073,FALSE
0.84,0.04,0,0.12,49.053734,4.515569,FALSE
0.84,0.04,0.005,0.12,49.053734,4.515569,FALSE
0.84,0.04,0.01,0.12,60.334274,5.4476666,FALSE
0.84,0.04,0.015,0.12,60.334274,5.4476666,FALSE
0.84,0.04,0.02,0.12,63.06239,8.305323,FALSE
0.84,0.04,0.025,0.12,63.06239,8.305323,FALSE
0.84,0.04,0.03,0.12,60.091633,7.550512,FALSE
0.84,0.04,0.035,0.12,60.091633,7.550512,FALSE
0.84,0.04,0.04,0.12,56.345024,5.6606636,FALSE
0.84,0.04,0.045,0.12,56.345024,5.6606636,FALSE
0.84,0.04,0.05,0.12,52.879204,5.323398,FALSE
0.84,0.04,0.055,0.12,52.879204,5.323398,FALSE
0.84,0.05,0,0.11,47.780746,4.409448,FALSE
