PI-content,CF-content,Sizing agent-content,GP-content,TS_pred,TC_pred,Pareto_optimal
0.76,0.11,0.04,0.13,64.5918,12.259967,FALSE
0.76,0.11,0.045,0.13,64.5918,12.259967,FALSE
0.76,0.11,0.05,0.13,62.879837,12.1953125,FALSE
0.76,0.11,0.055,0.13,62.879837,12.1953125,FALSE
0.76,0.12,0,0.12,58.8867,7.6504498,FALSE
0.76,0.12,0.005,0.12,58.8867,7.6504498,FALSE
0.76,0.12,0.01,0.12,67.580795,9.334299,FALSE
0.76,0.12,0.015,0.12,67.580795,9.334299,FALSE
0.76,0.12,0.03,0.12,67.36801,11.895447,FALSE
0.76,0.12,0.035,0.12,67.36801,11.895447,FALSE
0.76,0.12,0.04,0.12,64.818535,10.089187,FALSE
0.76,0.12,0.045,0.12,64.818535,10.089187,FALSE
0.76,0.12,0.05,0.12,63.044067,9.992249,FALSE
0.76,0.12,0.055,0.12,63.044067,9.992249,FALSE
0.76,0.13,0,0.11,58.52678,7.16557,FALSE
0.76,0.13,0.005,0.11,58.52678,7.16557,FALSE
0.76,0.13,0.01,0.11,67.490105,9.016948,FALSE
0.76,0.13,0.015,0.11,67.490105,9.016948,FALSE
0.76,0.13,0.02,0.11,71.77664,12.596412,FALSE
0.76,0.13,0.025,0.11,71.77664,12.596412,FALSE
0.76,0.13,0.03,0.11,67.41075,11.961295,FALSE
0.76,0.13,0.035,0.11,67.41075,11.961295,FALSE
0.76,0.13,0.04,0.11,65.57418,10.554829,FALSE
0.76,0.13,0.045,0.11,65.57418,10.554829,FALSE
0.76,0.13,0.05,0.11,65.30117,10.810947,FALSE
0.76,0.13,0.055,0.11,65.30117,10.810947,FALSE
0.76,0.14,0,0.1,57.488583,7.3212886,FALSE
0.76,0.14,0.005,0.1,57.488583,7.3212886,FALSE
0.76,0.14,0.01,0.1,66.451904,9.112283,FALSE
0.76,0.14,0.015,0.1,66.451904,9.112283,FALSE
0.76,0.14,0.02,0.1,70.73844,12.646051,FALSE
0.76,0.14,0.025,0.1,70.73844,12.646051,FALSE
0.76,0.14,0.03,0.1,66.37255,11.968691,FALSE
0.76,0.14,0.035,0.1,66.37255,11.968691,FALSE
0.76,0.14,0.04,0.1,64.53599,10.506103,FALSE
0.76,0.14,0.045,0.1,64.53599,10.506103,FALSE
0.76,0.14,0.05,0.1,64.26296,10.762219,FALSE
0.76,0.14,0.055,0.1,64.26296,10.762219,FALSE
0.76,0.15,0,0.09,57.199757,7.032812,FALSE
0.76,0.15,0.005,0.09,57.199757,7.032812,FALSE
0.76,0.15,0.01,0.09,66.53627,8.269853,FALSE
0.76,0.15,0.015,0.09,66.53627,8.269853,FALSE
0.76,0.15,0.02,0.09,70.78458,11.068203,FALSE
0.76,0.15,0.025,0.09,70.78458,11.068203,FALSE
