learning_rate,max_depth,subsample,n_estimators,reg_lambda,colsample_bytree,CV-10-train-RMSE,CV-10-train-R2,CV-10-validation-RMSE,CV-10-validation-R2,test-RMSE,test-R2
0.01,5,0.7,200,10,0.6,13.419624716510082,0.26122717332317424,15.401248779153892,-0.6099909752033816,9.504937434721153,0.43616361240662915
0.01,5,0.8,200,10,0.6,13.238429948558409,0.28129102632987746,15.371713499535852,-0.6019932456035262,9.343451966491205,0.4551596170729365
0.01,5,0.9,200,10,0.6,13.087254190411267,0.29758975942626575,15.364360942714526,-0.5982104180797263,9.330793039736315,0.4566349652160411
0.01,5,0.6,300,1,0.6,8.167779760321334,0.7267343153140459,13.981408120254494,-0.25703587299332187,5.80970617121346,0.7893492976437114
0.01,5,0.7,300,1,0.6,7.812844872022858,0.7499401021932679,13.976640250211144,-0.2597776650752396,6.339755919609626,0.7491583489311908
0.01,5,0.8,300,1,0.6,7.404989238119631,0.7754074988037927,13.89165616190551,-0.23949423781635168,6.968202087347667,0.696962726732083
0.01,5,0.9,300,1,0.6,7.113093956779541,0.7922635109248832,13.852707042331101,-0.23132984677408358,8.054928818281763,0.5950718319148269
0.01,5,0.6,300,3,0.6,10.482963169464075,0.5502329136646803,14.6066850483421,-0.40127525969491673,5.597471938550774,0.8044587329316049
0.01,5,0.7,300,3,0.6,10.18026928388368,0.5757644534409068,14.589451806570622,-0.3978716054000852,5.520432701093478,0.8098042472240063
0.01,5,0.8,300,3,0.6,9.79244909028338,0.6076137251656789,14.49217001737387,-0.3754807429480806,5.8562371039149514,0.7859615098941694
0.01,5,0.9,300,3,0.6,9.47436304445915,0.6323760243680576,14.43125378324731,-0.3624840598206703,6.5549892877923295,0.7318371901802321
0.01,5,0.6,300,5,0.6,11.528182872413785,0.4560623559927003,14.958878992886778,-0.48723080272423297,6.711136287464942,0.7189091610306383
0.01,5,0.7,300,5,0.6,11.248691786045708,0.48216529624841825,14.92112610803849,-0.47731452246005396,6.270972856352311,0.7545718256502838
0.01,5,0.8,300,5,0.6,10.922912354189739,0.511856830899389,14.855096921614205,-0.4644050517087178,6.3631581207028285,0.7473030468101707
0.01,5,0.9,300,5,0.6,10.658637806184379,0.5349330067399783,14.793559844574014,-0.450801044254336,6.6340295221774515,0.7253311718580451
0.01,5,0.6,300,10,0.6,12.827275337342067,0.3258230308144482,15.316126470884655,-0.5844771448037039,8.657105945221996,0.5322648158748216
0.01,5,0.7,300,10,0.6,12.595086772168633,0.35017807590827316,15.311884745841956,-0.580506863960949,8.175654286901146,0.5828429261739736
0.01,5,0.8,300,10,0.6,12.340444242835693,0.37639012622619766,15.260184170679523,-0.5686174127491218,8.072446280978479,0.5933086810950918
0.01,5,0.9,300,10,0.6,12.147206875867521,0.3956809241996653,15.226780390979012,-0.5597689734485334,8.098279923034848,0.5907015087751
0.01,5,0.6,400,1,0.6,6.910154421581071,0.8042620664277743,13.64184204611179,-0.19314013105471908,6.842150080876909,0.7078272103992387
0.01,5,0.7,400,1,0.6,6.518969764666288,0.8257670762084339,13.593601967409631,-0.18856435099469615,7.57740387022118,0.6416598708879919
0.01,5,0.8,400,1,0.6,6.123219592854426,0.8462635828961826,13.439311200853478,-0.15811490892331165,8.261413101947944,0.5740454584488299
0.01,5,0.9,400,1,0.6,5.803888292300195,0.8614037775171781,13.47689992319845,-0.16314243967599756,9.767679416445532,0.4045608727331559
0.01,5,0.6,400,3,0.6,9.451673969518211,0.63425195054585,14.269991771831087,-0.32773254563815235,5.173215918694283,0.8329771901920291
0.01,5,0.7,400,3,0.6,9.084840815052324,0.6619823252041794,14.214500529278826,-0.31870180067956627,5.598721881338572,0.8043713925433911
0.01,5,0.8,400,3,0.6,8.676636737167083,0.691708611735453,14.087020990426842,-0.29093050906282913,6.282649404711737,0.753657000461758
0.01,5,0.9,400,3,0.6,8.292404592432455,0.7181029764191684,14.107691083509113,-0.29262569706462244,7.4217802608245504,0.6562277958322724
0.01,5,0.6,400,5,0.6,10.624979912852579,0.5381038869276091,14.674549482673555,-0.4180830395713097,5.70873766387087,0.796607587706075
0.01,5,0.7,400,5,0.6,10.291292394910482,0.5665760423508426,14.609733560700889,-0.4070129190271906,5.482824503058352,0.8123868544678645
0.01,5,0.8,400,5,0.6,9.937397960389422,0.5959027871055795,14.533692552038755,-0.392799217466039,5.795968709251988,0.7903443168825168
0.01,5,0.9,400,5,0.6,9.613284111295167,0.6215713631192926,14.536385727647817,-0.39238689813973987,6.313320892542526,0.7512458681323005
0.01,5,0.6,400,10,0.6,12.134107609661395,0.39735444384546853,15.132427792157515,-0.5319229042274826,7.679462118614584,0.6319420695425186
0.01,5,0.7,400,10,0.6,11.855341929935074,0.42476935334131494,15.084839067890218,-0.5207555279960555,7.227459978754724,0.6739937201784196
0.01,5,0.8,400,10,0.6,11.570245588163015,0.4521903540140902,14.982816986552839,-0.49753980140398674,7.142320555211438,0.6816291838573217
0.01,5,0.9,400,10,0.6,11.331003512075576,0.4744861832375685,15.005861430941156,-0.5020293759952226,7.106995618644144,0.6847706326769409
0.01,6,0.6,100,1,0.6,12.236014785022096,0.38602721899838915,15.062937915722241,-0.5268584113227563,8.158368225884727,0.5846050797939844
0.01,6,0.7,100,1,0.6,12.059279439345866,0.4036492439226992,15.007201582509555,-0.5121812747130602,8.009303049364268,0.5996461328798675
0.01,6,0.8,100,1,0.6,11.850583590233024,0.42396485409105134,15.004433249871227,-0.509308331379668,8.129808943075203,0.5875082624227066
0.01,6,0.9,100,1,0.6,11.623088503007356,0.4450508492263737,15.008826928475262,-0.5022095963167444,7.813954329877877,0.6189374124998623
0.01,6,0.6,100,3,0.6,13.410360808242581,0.26208195778964094,15.323523187233238,-0.5896282626971723,9.575564745030489,0.42775320482257595
