learning_rate,max_depth,subsample,n_estimators,reg_lambda,colsample_bytree,LOO-train-RMSE,LOO-train-R2,LOO-val-RMSE,LOO-val-R2,test-RMSE,test-R2,
0.1,4,0.7,200,1,1,0.104538119,0.999952264,8.734993696,,4.242265295,0.887681777,
0.1,8,0.8,100,1,1,0.278284608,0.999687246,8.371580601,,4.242374851,0.887675976,
0.3,8,0.7,400,10,1,0.025852191,0.999997064,8.907136793,,4.243225033,0.887630951,
0.4,6,0.9,200,5,1,0.001568295,0.99999999,9.307224989,,4.243232626,0.887630549,
0.1,4,0.8,200,3,0.8,0.637005039,0.99832002,9.597087145,,4.243245612,0.887629861,
0.4,6,0.9,300,5,1,0.001335957,0.999999993,9.307277203,,4.243387767,0.887622332,
0.4,6,0.9,400,5,1,0.001246923,0.999999994,9.307378292,,4.243757003,0.887602774,
0.2,8,0.8,300,3,1,0.001441143,0.999999991,8.734662533,,4.244443752,0.887566394,
0.2,8,0.8,400,3,1,0.001180925,0.999999994,8.734788179,,4.244637789,0.887556114,
0.1,7,0.6,200,1,1,0.112151068,0.999946381,8.455821037,,4.245283744,0.887521887,
0.1,4,0.7,100,5,1,4.280750729,0.926399178,8.807019224,,4.245369636,0.887517336,
0.01,3,0.8,400,3,1,6.131401833,0.849121621,9.290440311,,4.245680756,0.887500849,
0.01,5,0.7,400,5,1,8.011379278,0.742588809,9.290953741,,4.246143258,0.887476337,
0.1,6,0.8,200,1,0.8,0.028676787,0.99999625,9.449212074,,4.246148694,0.887476049,
0.1,5,0.8,300,5,1,0.332390704,0.999548481,8.582625389,,4.246711619,0.887446212,
0.1,3,0.7,200,10,1,3.903649981,0.938629761,8.937116261,,4.24772716,0.887392374,
0.1,4,0.7,300,10,0.8,2.289259071,0.978896829,9.088021994,,4.247927293,0.887381763,
0.01,4,0.8,400,3,1,5.897138742,0.860459839,9.210952988,,4.248097679,0.887372728,
0.1,6,0.8,400,1,0.8,0.001163518,0.999999994,9.451030493,,4.24855724,0.887348359,
0.1,6,0.8,300,1,0.8,0.002390104,0.999999974,9.451048851,,4.248884192,0.88733102,
0.1,3,0.6,300,10,1,3.1433604,0.960197956,8.694263573,,4.249330818,0.887307332,
0.1,8,0.9,100,5,0.8,2.861134487,0.967039771,9.412060976,,4.249558674,0.887295246,
0.01,7,0.7,400,5,1,8.01154363,0.742579986,9.289713726,,4.250180348,0.887262268,
0.01,8,0.7,400,5,1,8.011543163,0.742580018,9.289713726,,4.250180348,0.887262268,
0.01,6,0.7,400,5,1,8.011548486,0.742579676,9.289728985,,4.250184934,0.887262025,
0.01,4,0.6,400,5,1,8.555841937,0.706366919,9.123048172,,4.250830032,0.887227799,
0.1,8,0.6,200,1,1,0.111560042,0.999946954,8.459262133,,4.252996911,0.887112798,
0.2,7,0.6,200,1,1,0.002954938,0.999999953,8.728422642,,4.255816221,0.886963082,
0.2,7,0.6,400,1,1,0.000781654,0.999999997,8.727896929,,4.257441158,0.886876747,
0.2,7,0.6,300,1,1,0.000855722,0.999999997,8.727876186,,4.257458959,0.886875801,
0.4,8,0.7,200,10,1,0.150082174,0.999905164,9.147601957,,4.257690506,0.886863496,
0.3,4,0.6,200,5,1,0.143415273,0.999905187,8.765669107,,4.258437886,0.886823774,
0.01,6,0.8,400,3,1,5.843283872,0.86299105,9.185944548,,4.258843718,0.886802201,
0.2,5,0.7,100,1,1,0.041477927,0.999992555,8.976974249,,4.258908699,0.886798747,
0.01,3,0.7,300,3,1,7.798439207,0.756001284,9.368177757,,4.259332303,0.886776227,
0.01,4,0.7,200,3,0.6,9.767905989,0.616978424,10.06650589,,4.259563817,0.886763918,
0.01,7,0.8,400,3,1,5.842952386,0.863007691,9.182618132,,4.25989046,0.886746551,
0.01,8,0.8,400,3,1,5.843185365,0.862996843,9.18277215,,4.25989046,0.886746551,
0.2,3,0.6,100,1,1,0.357401478,0.999448131,8.936824083,,4.260208648,0.886729631,
0.01,6,0.6,400,5,1,8.550764035,0.706713786,9.107984886,,4.260935094,0.886690999,
0.01,7,0.6,400,5,1,8.55076717,0.70671359,9.107993946,,4.260935094,0.886690999,
0.01,8,0.6,400,5,1,8.55076717,0.70671359,9.107993946,,4.260935094,0.886690999,
0.01,5,0.6,400,5,1,8.550823406,0.7067092,9.109687672,,4.261763688,0.886646925,
0.1,7,0.6,400,10,1,1.975754574,0.984231515,8.673782225,,4.261932124,0.886637965,
0.3,4,0.8,100,3,1,0.139832079,0.999915508,9.006349325,,4.262960044,0.886583276,
0.01,5,0.7,200,3,0.6,9.764191051,0.617273921,10.05750845,,4.263519272,0.886553517,
0.01,6,0.7,200,3,0.6,9.764131203,0.617278323,10.05837415,,4.263856267,0.886535583,
0.01,7,0.7,200,3,0.6,9.764131129,0.617278328,10.05837391,,4.263856267,0.886535583,
0.01,8,0.7,200,3,0.6,9.764131129,0.617278328,10.05837391,,4.263856267,0.886535583,
0.1,7,0.8,300,3,0.8,0.096023058,0.999960172,9.475498676,,4.264712694,0.886489998,
0.1,7,0.9,100,5,0.8,2.861800251,0.96702433,9.407581568,,4.26648069,0.886395864,
0.1,7,0.9,200,10,0.8,2.491488177,0.974954787,9.212684631,,4.266846495,0.886376382,
0.1,8,0.9,200,10,0.8,2.490660708,0.974971527,9.210936546,,4.266846495,0.886376382,
0.1,5,0.9,100,10,1,5.38263354,0.883604513,9.195167532,,4.26742245,0.886345706,
0.4,5,0.7,300,10,0.8,0.064606275,0.999980943,9.751667261,,4.268229932,0.88630269,
0.1,6,0.9,100,5,0.8,2.867621888,0.966887521,9.400040865,,4.269994461,0.886208664,
0.1,8,0.9,100,1,1,0.150984635,0.999907625,8.147904873,,4.270113412,0.886202324,
0.4,5,0.7,400,10,0.8,0.014104003,0.999999042,9.754714727,,4.270287544,0.886193042,
0.1,6,0.9,200,10,0.8,2.497062428,0.974841434,9.216311455,,4.270436469,0.886185104,
0.01,5,0.8,400,1,1,2.728485849,0.970063798,8.526049013,,4.27051347,0.886181,
0.2,6,0.8,200,10,1,0.740490986,0.997774487,8.819104309,,4.272005017,0.886101479,
0.2,4,0.6,100,1,1,0.15828146,0.999892916,8.713161707,,4.273163227,0.886039712,
0.2,5,0.7,200,1,1,0.001012742,0.999999996,8.981496572,,4.274168563,0.885986083,
0.2,5,0.7,300,1,1,0.000838303,0.999999997,8.98167038,,4.274339064,0.885976987,
0.2,5,0.7,400,1,1,0.000796231,0.999999997,8.981699705,,4.274417303,0.885972812,
0.2,5,0.6,200,3,1,0.119044632,0.999936288,8.877465725,,4.274714943,0.885956932,
0.1,7,0.8,400,3,0.8,0.02315668,0.999997685,9.47294569,,4.276230889,0.885876031,
0.1,6,0.6,400,10,1,1.974734859,0.984245007,8.675305243,,4.277127395,0.885828174,
0.1,4,0.8,100,5,1,3.527148841,0.950039232,8.84638607,,4.277379869,0.885814695,
0.3,4,0.7,200,10,1,0.450669309,0.999165347,8.918547268,,4.277486036,0.885809026,
0.1,5,0.9,200,10,0.8,2.52959399,0.974178655,9.312710762,,4.280753848,0.885634486,
0.4,6,0.7,200,10,0.8,0.223895912,0.999779249,9.748429298,,4.282834588,0.88552328,
0.2,4,0.8,400,10,0.8,0.16383785,0.999883986,9.61908865,,4.283060345,0.885511211,
0.01,5,0.8,400,3,1,5.845700447,0.862877189,9.184164991,,4.285652024,0.885372615,
0.1,4,0.7,100,3,1,2.597043166,0.972839261,8.921653509,,4.286462268,0.885329268,
0.01,3,0.7,300,5,1,9.104806558,0.667436055,9.498893366,,4.286574358,0.885323271,
0.1,6,0.7,300,10,1,2.153382158,0.98133783,8.741507168,,4.286948233,0.885303266,
0.2,7,0.7,400,10,1,0.161946515,0.999893113,8.891783352,,4.28753829,0.88527169,
0.1,8,0.8,300,3,0.8,0.093598554,0.999962285,9.452682972,,4.287888813,0.88525293,
0.3,7,0.7,300,10,1,0.103231875,0.999955449,8.893444891,,4.288040805,0.885244795,
0.4,3,0.6,100,5,1,0.652932161,0.99822489,8.778906584,,4.288755068,0.885206562,
0.3,8,0.8,200,10,0.8,0.308497048,0.999595401,9.558021069,,4.288790275,0.885204677,
0.4,7,0.6,200,10,0.8,0.461474373,0.999083024,8.969612474,,4.288845674,0.885201711,
0.1,4,0.7,300,1,1,0.014055327,0.999999072,8.745822191,,4.290894708,0.885091993,
0.1,7,0.7,300,10,1,2.150320234,0.981386152,8.730960484,,4.291124035,0.885079711,
0.1,8,0.7,300,10,1,2.149234538,0.981404294,8.731006975,,4.29151772,0.885058623,
0.1,4,0.8,300,10,0.8,1.717086822,0.988092089,9.317230225,,4.291915503,0.885037314,
0.2,3,0.7,100,5,0.8,2.016056855,0.983482155,9.552676439,,4.29263601,0.884998712,
0.1,7,0.9,200,5,1,0.652915765,0.998267723,8.369729156,,4.292730186,0.884993666,
0.2,8,0.7,400,10,1,0.161869709,0.999893223,8.891219015,,4.29429268,0.884909929,
0.1,4,0.7,400,1,1,0.001796559,0.999999985,8.746113777,,4.294518024,0.88489785,
0.4,7,0.7,200,10,0.8,0.222659067,0.999783513,9.733714581,,4.295953332,0.884820899,
0.1,5,0.6,300,1,1,0.022488711,0.999997603,8.558207035,,4.295983328,0.884819291,
0.1,8,0.8,400,3,0.8,0.022391708,0.99999784,9.449334383,,4.300186625,0.884593789,
0.1,7,0.8,100,1,0.8,0.313653832,0.999594914,9.38489151,,4.300813072,0.884560162,
0.01,3,0.7,300,1,1,5.007828423,0.899188574,8.969427576,,4.301387813,0.884529306,
0.1,6,0.8,300,3,0.8,0.104952106,0.999952516,9.472978592,,4.302446374,0.884472465,
0.3,5,0.8,300,10,0.8,0.08760086,0.999966523,9.592575073,,4.302529958,0.884467976,
0.1,7,0.6,300,1,1,0.017617519,0.999998494,8.452315807,,4.302609984,0.884463679,
0.1,8,0.9,200,5,1,0.643900672,0.99831709,8.431080456,,4.303061926,0.884439406,
0.01,4,0.7,300,5,1,9.059969527,0.67073612,9.457876787,,4.303702027,0.884405023,
0.1,7,0.8,100,1,1,0.285989956,0.999669209,8.435232878,,4.304505385,0.884361863,
0.4,8,0.7,300,10,1,0.02646401,0.999996891,9.117954607,,4.304628448,0.884355251,
0.01,5,0.8,400,10,1,9.471520706,0.640118595,9.673252211,,4.304879028,0.884341787,
0.01,6,0.8,400,10,1,9.471505381,0.640120031,9.673558578,,4.304884165,0.884341511,
0.01,7,0.8,400,10,1,9.471505381,0.640120031,9.673558578,,4.304884165,0.884341511,
0.01,8,0.8,400,10,1,9.471505381,0.640120031,9.673558578,,4.304884165,0.884341511,
0.3,5,0.8,100,5,1,0.342739236,0.999514192,8.757817745,,4.305079879,0.884330994,
0.2,5,0.8,200,3,1,0.018686917,0.999998474,8.859829426,,4.305759962,0.884294446,
0.01,4,0.8,400,10,1,9.472887883,0.640018947,9.678980455,,4.305842398,0.884290016,
0.3,5,0.8,400,10,0.8,0.020435559,0.999998102,9.595170498,,4.306145167,0.884273743,
0.1,5,0.9,100,5,1,2.822394838,0.967912904,8.743392344,,4.307039321,0.884225677,
0.1,8,0.6,300,1,1,0.017436532,0.999998519,8.457324028,,4.308058811,0.884170863,
0.01,7,0.7,300,3,1,7.671136112,0.763946388,9.296583519,,4.308836471,0.884129042,
0.01,8,0.7,300,3,1,7.671136112,0.763946388,9.296583519,,4.308836471,0.884129042,
0.01,6,0.7,300,3,1,7.67118959,0.76394315,9.296400652,,4.309103955,0.884114655,
0.1,5,0.6,400,1,1,0.003517433,0.999999939,8.558400631,,4.309972291,0.884067946,
0.2,6,0.7,400,10,1,0.164689338,0.999889119,8.898529644,,4.310064145,0.884063004,
0.1,5,0.7,200,5,0.8,1.54892656,0.99024375,9.144180775,,4.310190019,0.884056232,
0.01,3,0.8,400,10,1,9.503891939,0.637627612,9.674100027,,4.310334389,0.884048465,
0.01,3,0.7,200,3,0.6,9.818324662,0.612993773,10.09825776,,4.31077274,0.88402488,
0.1,8,0.8,100,1,0.8,0.305709454,0.999615656,9.364482164,,4.311276003,0.883997799,
0.1,6,0.7,200,5,1,1.414763623,0.991880783,8.541513319,,4.31150464,0.883985495,
0.1,8,0.8,200,1,1,0.008648292,0.999999687,8.374120474,,4.312344277,0.883940305,
0.2,5,0.7,300,10,0.8,0.544137041,0.998776799,9.253006935,,4.313072183,0.883901121,
0.1,8,0.9,200,1,1,0.002276375,0.999999979,8.139877081,,4.313538223,0.88387603,
0.1,7,0.6,400,1,1,0.002809652,0.999999961,8.451691151,,4.314030283,0.883849535,
0.1,8,0.9,300,1,1,0.001049635,0.999999995,8.139868975,,4.314169321,0.883842048,
0.1,8,0.9,400,1,1,0.000971264,0.999999996,8.139928341,,4.314186411,0.883841127,
0.01,3,0.9,400,3,1,5.719858364,0.868587872,9.257273426,,4.314349428,0.883832349,
0.1,8,0.8,300,1,1,0.001057195,0.999999995,8.374264479,,4.315007364,0.883796915,
0.1,8,0.8,400,1,1,0.000943306,0.999999996,8.374306679,,4.315012619,0.883796632,
0.4,8,0.7,200,10,0.8,0.221711438,0.999785186,9.736294985,,4.316141874,0.883735802,
0.4,8,0.7,400,10,1,0.004314311,0.999999915,9.112932796,,4.316320434,0.883726183,
0.1,6,0.8,400,3,0.8,0.026025021,0.999997076,9.471909523,,4.316891812,0.883695397,
0.1,8,0.6,400,1,1,0.002749369,0.999999962,8.456508636,,4.319117474,0.883575439,
0.01,5,0.7,300,3,1,7.672087989,0.763886251,9.297490463,,4.319279264,0.883566717,
0.2,5,0.8,300,3,1,0.001511773,0.99999999,8.862559319,,4.31942317,0.883558958,
0.01,4,0.7,300,3,1,7.690369729,0.762761144,9.324478254,,4.319491066,0.883555298,
0.4,8,0.6,300,10,0.8,0.159837387,0.9998808,8.946460838,,4.319583228,0.883550329,
0.01,4,0.9,400,1,1,2.45610596,0.975646452,8.729299421,,4.319759202,0.88354084,
0.2,5,0.8,400,3,1,0.0011961,0.999999994,8.862762451,,4.319793092,0.883539013,
0.2,6,0.6,400,10,1,0.376071184,0.999416753,8.874126673,,4.32000225,0.883527735,
0.01,6,0.8,400,1,1,2.685686826,0.971007324,8.526293154,,4.321446739,0.883449832,
0.1,4,0.8,100,3,1,2.082879792,0.982502497,8.835956926,,4.321921468,0.883424223,
0.1,3,0.7,100,10,1,6.840894865,0.812306031,8.982326136,,4.322704423,0.883381982,
0.4,5,0.7,200,10,1,0.158350911,0.999893645,9.105267401,,4.322812316,0.88337616,
0.1,4,0.8,200,1,1,0.05765905,0.999985555,8.800115347,,4.32361389,0.883332906,
0.1,3,0.6,200,5,1,2.405991645,0.976495662,8.760780926,,4.323842319,0.883320578,
0.4,6,0.7,400,10,0.8,0.012743282,0.999999214,9.759125471,,4.32450545,0.883284786,
0.3,6,0.8,200,10,0.8,0.316101119,0.99957601,9.556778908,,4.32451422,0.883284312,
0.2,7,0.6,300,5,1,0.119488889,0.999937225,8.393304348,,4.326226311,0.883191877,
0.4,8,0.6,400,10,0.8,0.050785841,0.999987017,8.928112621,,4.326394962,0.88318277,
0.01,5,0.7,300,5,1,9.055426673,0.671061987,9.446560965,,4.326460865,0.883179211,
0.1,6,0.9,200,5,1,0.674189904,0.998149907,8.413072462,,4.326987894,0.883150748,
0.1,8,0.7,200,5,1,1.415438829,0.991871941,8.500966425,,4.327049913,0.883147399,
0.3,7,0.7,400,10,1,0.026066169,0.999997026,8.878840799,,4.32731921,0.883132853,
0.1,7,0.7,200,5,1,1.4155927,0.991869897,8.493151779,,4.327646253,0.883115188,
0.01,7,0.7,300,5,1,9.055194603,0.671079274,9.445909128,,4.327894887,0.883101757,
0.01,8,0.7,300,5,1,9.055194603,0.671079274,9.445909128,,4.327894887,0.883101757,
0.01,6,0.7,300,5,1,9.055205114,0.671078496,9.445923672,,4.327895111,0.883101745,
0.01,8,0.9,400,1,1,2.197047758,0.980564826,8.585998173,,4.328560097,0.883065819,
0.4,6,0.7,300,10,0.8,0.059202392,0.999983974,9.755473137,,4.328589027,0.883064256,
0.3,4,0.8,200,3,1,0.002645547,0.999999969,9.028095245,,4.32912373,0.883035364,
0.01,7,0.9,400,1,1,2.198271583,0.980542336,8.591585274,,4.329943375,0.88299107,
0.3,4,0.8,300,3,1,0.001152813,0.999999995,9.028585196,,4.330343538,0.882969441,
0.3,4,0.8,400,3,1,0.00105229,0.999999995,9.028538465,,4.330659982,0.882952337,
0.1,5,0.8,100,1,1,0.390274517,0.999376769,8.554766655,,4.330868991,0.882941038,
0.01,5,0.9,400,3,1,5.310162048,0.886721248,9.20700943,,4.330871028,0.882940928,
0.1,5,0.8,200,3,0.8,0.466048391,0.99909704,9.520009995,,4.331312683,0.882917052,
0.1,7,0.9,100,1,1,0.161680996,0.999893573,8.13283062,,4.331828768,0.882889149,
0.2,6,0.9,100,10,1,2.376123673,0.977237707,8.495809546,,4.333246991,0.882812453,
0.01,3,0.9,400,5,1,7.282381955,0.787237717,9.569143877,,4.333722444,0.882786736,
0.1,4,0.9,100,10,1,5.416646522,0.882128092,9.182174673,,4.335973201,0.882664952,
0.01,5,0.9,400,1,1,2.266653007,0.979270823,8.637198563,,4.336930762,0.882613122,
0.01,4,0.8,400,1,1,2.888307579,0.966425892,8.570343847,,4.337699666,0.882571495,
0.2,7,0.9,100,10,1,2.371492774,0.977327112,8.479705563,,4.337727709,0.882569976,
0.1,7,0.9,300,5,1,0.161036788,0.999893944,8.356327648,,4.339205552,0.882489947,
0.01,4,0.9,400,10,1,9.173622065,0.662394868,9.909932957,,4.339387916,0.88248007,
0.01,5,0.9,400,10,1,9.173340284,0.662413228,9.900853262,,4.339615101,0.882467764,
0.01,6,0.9,400,10,1,9.173317374,0.662414993,9.900534019,,4.339656802,0.882465505,
0.01,7,0.9,400,10,1,9.173317374,0.662414993,9.900534019,,4.339656802,0.882465505,
0.01,8,0.9,400,10,1,9.173317374,0.662414993,9.900534019,,4.339656802,0.882465505,
0.4,8,0.7,300,1,1,0.000678506,0.999999998,9.070283175,,4.340117876,0.882440529,
0.4,8,0.7,100,1,1,0.000856266,0.999999997,9.070304155,,4.340138562,0.882439408,
0.4,8,0.7,200,1,1,0.000701905,0.999999998,9.070326567,,4.340159467,0.882438275,
0.4,8,0.7,400,1,1,0.000666853,0.999999998,9.070376158,,4.340300764,0.882430621,
0.4,7,0.7,200,10,1,0.150210573,0.999904943,9.130145187,,4.340908371,0.882397701,
0.1,5,0.7,300,10,1,2.159922774,0.981227838,8.706699486,,4.342059576,0.882335317,
0.01,3,0.9,400,5,0.6,7.447176402,0.777253313,9.605274668,,4.34217534,0.882329042,
0.3,8,0.8,100,5,1,0.28769603,0.999663535,8.760347128,,4.343819725,0.882239901,
0.1,8,0.9,300,5,1,0.156578344,0.99990022,8.430796499,,4.34429243,0.88221427,
0.1,4,0.8,400,1,1,0.001205302,0.999999994,8.804342031,,4.344550103,0.882200297,
0.2,6,0.7,300,10,0.8,0.535244009,0.998814568,9.253073454,,4.34510196,0.882170369,
0.1,4,0.8,300,1,1,0.005195192,0.999999868,8.804294825,,4.345327841,0.882158118,
0.1,4,0.8,300,3,0.8,0.215197417,0.99980247,9.648346186,,4.346599658,0.882089126,
0.1,4,0.8,400,3,0.8,0.063828919,0.999982036,9.652243614,,4.348194135,0.882002603,
0.3,4,0.6,300,5,1,0.030848382,0.99999539,8.761437178,,4.348723941,0.881973846,
0.1,6,0.6,200,3,1,0.947197293,0.996316124,8.550275564,,4.349373471,0.881938587,
0.3,8,0.8,300,10,0.8,0.072598113,0.999976689,9.579170227,,4.350068127,0.881900872,
0.2,5,0.6,300,3,1,0.022420806,0.999997499,8.87341857,,4.352310836,0.881779067,
0.01,3,0.9,400,10,1,9.221955029,0.658799643,9.907388792,,4.354431463,0.881663834,
0.1,5,0.9,300,3,1,0.048386783,0.999989494,8.619542122,,4.355291733,0.881617072,
0.2,8,0.6,300,5,1,0.119148176,0.999937532,8.394319057,,4.355973032,0.881580032,
0.2,5,0.7,100,5,0.8,1.535199187,0.990451788,9.53286624,,4.35700011,0.881524182,
0.4,7,0.7,300,10,0.8,0.058199626,0.999984556,9.733249426,,4.358110463,0.881463789,
0.3,5,0.7,300,10,1,0.109165341,0.999950018,8.87671792,,4.358711664,0.881431082,
0.1,5,0.6,200,3,1,0.970218235,0.996130522,8.461064577,,4.358893169,0.881421207,
0.3,7,0.8,200,10,0.8,0.31044358,0.999590437,9.539856434,,4.359300937,0.88139902,
0.1,7,0.9,400,5,1,0.039962715,0.999993364,8.363311882,,4.359929581,0.881364812,
0.1,5,0.8,400,5,1,0.119939892,0.999940477,8.622787952,,4.360054596,0.881358008,
0.4,7,0.7,400,10,0.8,0.012471998,0.999999254,9.735622883,,4.361089062,0.881301703,
0.1,8,0.9,400,5,1,0.037876464,0.99999408,8.435074444,,4.361689681,0.881269006,
0.3,8,0.8,400,10,0.8,0.016002489,0.999998858,9.581079483,,4.361974581,0.881253495,
0.2,6,0.7,100,5,1,1.46929829,0.991308881,8.85248518,,4.363773886,0.88115551,
0.2,5,0.6,400,3,1,0.003481573,0.999999941,8.870181084,,4.364007987,0.881142758,
0.2,5,0.7,400,10,1,0.170390045,0.999880557,8.960902805,,4.364090265,0.881138276,
0.2,8,0.8,300,10,1,0.202423986,0.999833087,8.849005337,,4.365519976,0.881060383,
0.3,4,0.6,400,5,1,0.004970975,0.999999879,8.760107517,,4.366654739,0.880998541,
0.4,8,0.7,300,10,0.8,0.057822339,0.999984706,9.73409152,,4.366735337,0.880994148,
0.4,8,0.7,400,10,0.8,0.012369987,0.999999264,9.737385273,,4.367527099,0.880950989,
0.1,4,0.9,100,5,1,2.95611711,0.96479688,9.039763088,,4.367595646,0.880947252,
0.2,7,0.8,300,10,1,0.203960732,0.999830399,8.835959311,,4.368127355,0.880918264,
0.3,4,0.8,200,10,0.8,0.420684047,0.999261548,9.464329958,,4.369149677,0.880862517,
0.01,6,0.9,400,1,1,2.222948496,0.980088885,8.627116318,,4.369797948,0.88082716,
0.2,8,0.7,100,5,1,1.462999468,0.99137894,8.846480131,,4.372564759,0.8806762,
0.1,7,0.9,200,1,1,0.002777707,0.999999968,8.125295162,,4.373020039,0.88065135,
0.1,7,0.9,300,1,1,0.00108418,0.999999995,8.125499964,,4.373290499,0.880636587,
0.1,7,0.9,400,1,1,0.000993165,0.999999996,8.125577688,,4.373342396,0.880633754,
0.3,7,0.8,200,10,1,0.203198257,0.999830277,8.473221416,,4.373833202,0.88060696,
0.01,3,0.8,300,5,1,8.734272613,0.694012708,9.639425383,,4.373984147,0.88059872,
0.2,7,0.7,100,5,1,1.464896334,0.99135721,8.838749647,,4.374405923,0.880575691,
0.4,4,0.9,100,3,1,0.017030004,0.999998575,9.643369913,,4.375163033,0.880534348,
0.1,5,0.9,400,3,1,0.008336072,0.99999968,8.623292685,,4.376816029,0.88044406,
0.1,5,0.8,100,10,1,6.012513463,0.854899654,8.996929874,,4.378253482,0.880365517,
0.1,6,0.8,100,10,1,6.007608235,0.855144167,8.968372097,,4.378975752,0.880326042,
0.1,7,0.8,100,10,1,6.007273614,0.855160683,8.968257418,,4.379005116,0.880324437,
0.1,8,0.8,100,10,1,6.006831806,0.855181106,8.972265234,,4.379005116,0.880324437,
0.1,7,0.8,200,1,0.8,0.022031188,0.999997772,9.413030148,,4.380055369,0.880267024,
0.01,4,0.8,400,3,0.6,6.195320317,0.845884637,9.219114418,,4.380530271,0.880241059,
0.1,7,0.8,400,1,0.8,0.001131534,0.999999995,9.41541791,,4.38090924,0.880220337,
0.1,7,0.8,300,1,0.8,0.001950744,0.999999983,9.41535902,,4.381158083,0.880206729,
0.4,4,0.9,200,3,1,0.001273727,0.999999993,9.644690514,,4.382248141,0.880147111,
0.4,4,0.9,300,3,1,0.001135551,0.999999995,9.644629478,,4.382400296,0.880138788,
0.4,4,0.9,400,3,1,0.001076832,0.999999995,9.644748449,,4.38255883,0.880130116,
0.1,8,0.8,200,1,0.8,0.019762048,0.99999819,9.389136076,,4.385940011,0.879945084,
0.3,6,0.8,300,10,0.8,0.075844533,0.99997475,9.580847263,,4.386284692,0.879926213,
0.1,8,0.8,400,1,0.8,0.001119759,0.999999995,9.392091036,,4.386295118,0.879925642,
0.1,3,0.8,100,3,1,2.525273757,0.97426011,9.000017281,,4.386339987,0.879923186,
0.1,8,0.8,300,1,0.8,0.001822235,0.999999985,9.391959429,,4.386465901,0.879916292,
0.1,5,0.7,200,5,1,1.443725017,0.991548487,8.542171116,,4.386673195,0.879904942,
0.3,4,0.6,400,10,1,0.096668078,0.99995965,9.007944937,,4.386988326,0.879887686,
0.1,3,0.8,200,10,1,3.288642611,0.956456571,8.898111935,,4.387513663,0.879858918,
0.2,4,0.6,200,1,1,0.006213027,0.999999807,8.749985456,,4.387687754,0.879849384,
0.2,7,0.7,300,10,0.8,0.532335757,0.998828391,9.254131556,,4.388001466,0.879832202,
0.01,6,0.7,200,3,0.8,9.484674395,0.639032006,9.624715548,,4.388080136,0.879827893,
0.01,7,0.7,200,3,0.8,9.48467171,0.6390322,9.624765615,,4.388080136,0.879827893,
0.01,8,0.7,200,3,0.8,9.48467171,0.6390322,9.624765615,,4.388080136,0.879827893,
0.01,5,0.7,200,3,0.8,9.485162628,0.638995256,9.623362999,,4.388114104,0.879826033,
0.2,8,0.7,300,10,0.8,0.531727005,0.998830479,9.253061056,,4.389668604,0.879740874,
0.1,7,0.8,200,1,1,0.00971796,0.999999604,8.446117163,,4.390357403,0.87970313,
0.2,4,0.6,300,1,1,0.000993464,0.999999996,8.750604391,,4.390836331,0.879676883,
0.2,6,0.6,300,5,1,0.121760309,0.999934632,8.383328438,,4.390866668,0.879675221,
0.3,6,0.8,200,10,1,0.210535581,0.99981751,8.487960453,,4.391059771,0.879664637,
0.2,4,0.6,400,1,1,0.000841853,0.999999997,8.750653744,,4.39126073,0.879653622,
0.01,4,0.7,200,3,0.8,9.491930274,0.638476275,9.653724174,,4.392442022,0.879588865,
0.1,7,0.8,300,1,1,0.001113296,0.999999995,8.446280956,,4.392779304,0.879570372,
0.1,7,0.8,400,1,1,0.000956225,0.999999996,8.446328878,,4.39291307,0.879563038,
0.1,8,0.8,300,10,1,1.489187541,0.991058394,8.630853291,,4.393336487,0.87953982,
0.2,5,0.7,400,10,0.8,0.247699773,0.999742263,9.252218246,,4.393940937,0.879506671,
0.4,6,0.7,200,10,1,0.151214052,0.999903809,9.113251801,,4.3948975,0.879454202,
0.2,4,0.8,100,3,1,0.510806137,0.998916175,8.83009696,,4.395481053,0.879422188,
0.3,6,0.7,300,10,1,0.104653227,0.999954376,8.919211025,,4.396178508,0.879383919,
0.1,4,0.9,100,5,0.8,3.037413634,0.962848748,9.57188344,,4.396566571,0.879362624,
0.3,5,0.8,200,5,1,0.017201715,0.999998691,8.805181742,,4.396774417,0.879351218,
0.01,4,0.8,300,5,1,8.667425916,0.69872418,9.599606142,,4.397621477,0.879304726,
0.3,6,0.8,400,10,0.8,0.017062078,0.999998711,9.585395813,,4.397692602,0.879300822,
0.01,6,0.8,300,5,1,8.659438917,0.699271753,9.573224649,,4.398526578,0.879255039,
0.01,7,0.8,300,5,1,8.659325807,0.699279871,9.57322751,,4.398526578,0.879255039,
0.01,8,0.8,300,5,1,8.659325807,0.699279871,9.57322751,,4.398526578,0.879255039,
0.01,5,0.8,300,5,1,8.659230966,0.699286356,9.574662313,,4.398583414,0.879251918,
0.1,5,0.8,100,1,0.8,0.441148858,0.999193861,9.394365311,,4.399642087,0.879193787,
0.1,7,0.6,400,5,1,0.480548169,0.999051573,8.722240448,,4.400460309,0.879148849,
0.4,4,0.7,200,10,0.8,0.290818822,0.999632477,9.734795094,,4.400577806,0.879142395,
0.4,8,0.9,100,1,1,0.000872323,0.999999997,9.437144279,,4.401726143,0.879079311,
0.2,4,0.8,100,10,1,3.045653905,0.962686484,8.869834776,,4.401811812,0.879074604,
